judul,kategori,prices,info,hyperlink,img_hyperlinks
BALIKPAPAN RUMAH IMPIAN 3 KAMAR SIAP PAKAI DI GRAND CITY BALIKPAPAN (LM301),Rumah,"Rp 2,3 MiliarCicilan : 10 Jutaan per bulan",33LT : 140 m²LB : 88 m²,https://www.rumah123.com//properti/balikpapan/hos14656375/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1507995/2023-12-05-03-25-10-be2cd0cc-5178-41d8-ac27-f2e5f52cbdaf.jpg
307 Balikpapan Kariangau Rumah 1 Lantai Di Perumahan Adiguna,Rumah,Rp 485 JutaCicilan : 2 Jutaan per bulan,32LT : 120 m²LB : 110 m²,https://www.rumah123.com//properti/balikpapan/hos14656350/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2023-12-05-06-43-44-e54cb2f8-7211-436f-8b54-49e27273c0ed.jpg
rumah dihook di perum Borneo Paradiso.  ,Rumah,"Rp 1,95 MiliarCicilan : 8 Jutaan per bulan",222LT : 289 m²LB : 100 m²,https://www.rumah123.com//properti/balikpapan/hos14649733/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14649733/original/hos14649733-rumah-di-jual-di-batakan-balikpapan-1693534256.jpg
PERUMAHAN CIPUTRA BALIKPAPAN (BDI),Rumah,"Rp 3,75 MiliarCicilan : 17 Jutaan per bulan",44LT : 260 m²LB : 240 m²,https://www.rumah123.com//properti/balikpapan/hos14649213/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14649213/original/hos14649213-rumah-di-jual-di-balikpapan-selatan-balikpapan-1693529958.jpg
"RUMAH SIAP HUNI, BEBAS BANJIR, DALAM KLUSTER ELITE",Rumah,"Rp 1,4 MiliarCicilan : 6 Jutaan per bulan",44LT : 150 m²LB : 200 m²,https://www.rumah123.com//properti/balikpapan/hos14649175/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14649175/original/hos14649175-rumah-di-jual-di-balikpapan-selatan-balikpapan-1693529518.jpg
BORNEO BAY BALIKPAPAN 1 BR,Apartemen,Rp 950 JutaCicilan : 4 Jutaan per bulan,11LB : 41 m²,https://www.rumah123.com//properti/balikpapan/aps2997750/,https://picture.rumah123.com/r123/720x420-crop/apartment/ap29/2997750/original/aps2997750-apartemen-di-jual-di-klandasan-ilir-balikpapan-1693528606.jpg
BORNEO BAY KN 2BR,Apartemen,"Rp 1,52 MiliarCicilan : 6 Jutaan per bulan",21LB : 65 m²,https://www.rumah123.com//properti/balikpapan/aps2997748/,https://picture.rumah123.com/r123/720x420-crop/apartment/ap29/2997748/original/aps2997748-apartemen-di-jual-di-klandasan-ilir-balikpapan-1693528344.jpg
BORNEO BAY AN 2BR,Apartemen,"Rp 1,33 MiliarCicilan : 6 Jutaan per bulan",21LB : 55 m²,https://www.rumah123.com//properti/balikpapan/aps2997746/,https://picture.rumah123.com/r123/720x420-crop/apartment/ap29/2997746/original/aps2997746-apartemen-di-jual-di-klandasan-ilir-balikpapan-1693528183.jpg
BORNEO BAY MP 3BR,Apartemen,"Rp 2,2 MiliarCicilan : 9 Jutaan per bulan",32LB : 97 m²,https://www.rumah123.com//properti/balikpapan/aps2997745/,https://picture.rumah123.com/r123/720x420-crop/apartment/ap29/2997745/original/aps2997745-apartemen-di-jual-di-klandasan-ilir-balikpapan-1693527765.jpg
BORNEO BAY TYPE STUDIO,Apartemen,Rp 665 JutaCicilan : 3 Jutaan per bulan,11LB : 31 m²,https://www.rumah123.com//properti/balikpapan/aps2997744/,https://picture.rumah123.com/r123/720x420-crop/apartment/ap29/2997744/original/aps2997744-apartemen-di-jual-di-klandasan-ilir-balikpapan-1693527533.jpg
rumah konsep arsitek diperum Balikpapan regency,Rumah,"Rp 1,85 MiliarCicilan : 8 Jutaan per bulan",442LT : 90 m²LB : 180 m²,https://www.rumah123.com//properti/balikpapan/hos14649019/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14649019/original/hos14649019-rumah-di-jual-di-balikpapan-selatan-balikpapan-1693526717.jpg
Dijual Rumah Original Hook Pupuk Balikpapan,Rumah,"Rp 2,5 MiliarCicilan : 11 Jutaan per bulan",211LT : 216 m²LB : 136 m²,https://www.rumah123.com//properti/balikpapan/hos14586571/,https://picture.rumah123.com/r123-images/720x420-crop/customer/553144/2023-08-25-08-44-05-e7aea489-ca36-4b38-b914-ccbff48a6142.jpg
RUMAH MINIMALIS,Rumah,Rp 950 JutaCicilan : 4 Jutaan per bulan,21LT : 92 m²LB : 45 m²,https://www.rumah123.com//properti/balikpapan/hos14585591/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14585591/original/hos14585591-rumah-di-jual-di-balikpapan-selatan-balikpapan-1692949721.jpg
Dijual Sewa Apartemen Lux Full Furnished Aeropolis Balikpapan,Apartemen,"Rp 2,25 MiliarCicilan : 10 Jutaan per bulan",22LB : 72 m²,https://www.rumah123.com//properti/balikpapan/aps2989829/,https://picture.rumah123.com/r123-images/720x420-crop/customer/553144/2023-08-25-07-05-08-e05084d8-747d-48c0-a43d-481a4b64f8ae.jpg
apartment 3Bed Room tinggal Masuk badan aja,Apartemen,"Rp 1,9 MiliarCicilan : 8 Jutaan per bulan",32LB : 60 m²,https://www.rumah123.com//properti/balikpapan/aps2989737/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-08-25-05-53-08-0e5fce44-40ff-4fe0-aa33-0f3927f3bc71.jpg
rumah sultan posisi dihook dikawasan Uniba,Rumah,Rp 2 MiliarCicilan : 9 Jutaan per bulan,434LT : 216 m²LB : 250 m²,https://www.rumah123.com//properti/balikpapan/hos14581985/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14581985/original/hos14581985-rumah-di-jual-di-balikpapan-selatan-balikpapan-1692931715.jpg
Hunian Cantik dekat Masjid Islamic Center,Rumah,Rp 850 JutaCicilan : 3 Jutaan per bulan,432LT : 147 m²LB : 109 m²,https://www.rumah123.com//properti/balikpapan/hos14581772/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14581772/original/hos14581772-rumah-di-jual-di-balikpapan-selatan-balikpapan-1692931131.jpg
Hunian Unik di daerah Wika dan ditengah kota,Rumah,"Rp 1,75 MiliarCicilan : 7 Jutaan per bulan",532LT : 220 m²LB : 200 m²,https://www.rumah123.com//properti/balikpapan/hos14581638/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14581638/original/hos14581638-rumah-di-jual-di-balikpapan-utara-balikpapan-1692930983.jpg
RUMAH 3 KAMAR BALIKPAPAN,Rumah,"Rp 1,05 MiliarCicilan : 4 Jutaan per bulan",31LT : 235 m²LB : 120 m²,https://www.rumah123.com//properti/balikpapan/hos14515121/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14515121/original/hos14515121-rumah-di-jual-di-balikpapan-utara-balikpapan-1692338328.jpg
RUMAH TOWNHOUSE VILLA BALIKPAPAN,Rumah,Rp 900 JutaCicilan : 4 Jutaan per bulan,32LT : 54 m²LB : 72 m²,https://www.rumah123.com//properti/balikpapan/hos14515103/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14515103/original/hos14515103-rumah-di-jual-di-balikpapan-selatan-balikpapan-1692338249.jpg
RUMAH TOWNHOUSE VILLA BALIKPAPAN,Rumah,Rp 900 JutaCicilan : 4 Jutaan per bulan,32LT : 54 m²LB : 72 m²,https://www.rumah123.com//properti/balikpapan/hos14515105/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14515105/original/hos14515105-rumah-di-jual-di-balikpapan-selatan-balikpapan-1692338250.jpg
BALIKPAPAN RUMAH PUPUK TENGAH KOTA (LH52),Rumah,"Rp 1,9 MiliarCicilan : 8 Jutaan per bulan",431LT : 250 m²LB : 216 m²,https://www.rumah123.com//properti/balikpapan/hos14514417/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14514417/original/hos14514417-rumah-di-jual-di-balikpapan-selatan-balikpapan-1692333938.jpg
RUMAH DI KARANG REJO STRAT 1,Rumah,Rp 650 JutaCicilan : 2 Jutaan per bulan,32LT : 200 m²LB : 120 m²,https://www.rumah123.com//properti/balikpapan/hos14512316/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14512316/original/hos14512316-rumah-di-jual-di-balikpapan-tengah-balikpapan-1692323530.jpg
BALIKPAPAN PERUMAHAN BDS 2,Rumah,Rp 675 JutaCicilan : 3 Jutaan per bulan,21LT : 100 m²LB : 85 m²,https://www.rumah123.com//properti/balikpapan/hos14512244/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14512244/original/hos14512244-rumah-di-jual-di-balikpapan-selatan-balikpapan-1692346995.jpg
RUMAH CONTOH PERUMAHAN PRIMARY CITRA City TIPE ALODIA,Rumah,"Rp 1,72 MiliarCicilan : 7 Jutaan per bulan",32LT : 72 m²LB : 74 m²,https://www.rumah123.com//properti/balikpapan/hos14512237/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14512237/original/hos14512237-rumah-di-jual-di-balikpapan-selatan-balikpapan-1692323038.jpg
301 Balikpapan Grand City Rumah Impian 3 Kamar Siap Pakai,Rumah,"Rp 2,3 MiliarCicilan : 10 Jutaan per bulan",33LT : 140 m²LB : 88 m²,https://www.rumah123.com//properti/balikpapan/hos14512156/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2023-12-05-07-13-19-f9d80b0b-4cba-41ac-bad1-c54e2396ccae.jpg
RUMAH CONTOH PERUMAHAN Primary,Rumah,"Rp 2,25 MiliarCicilan : 10 Jutaan per bulan",33LT : 105 m²LB : 92 m²,https://www.rumah123.com//properti/balikpapan/hos14512041/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14512041/original/hos14512041-rumah-di-jual-di-balikpapan-selatan-balikpapan-1692321273.jpg
BALIKPAPAN RUMAH NYAMAN SIAP HUNI 3 KT BALIKPAPAN BARU (LM296),Rumah,Rp 2 MiliarCicilan : 9 Jutaan per bulan,32LT : 165 m²LB : 250 m²,https://www.rumah123.com//properti/balikpapan/hos14459808/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1507995/2023-11-22-14-05-49-d05cef21-c432-47db-b985-490147dc3740.jpg
296 Balikpapan Baru Rumah Nyaman Siap Huni 3 Kamar Tidur,Rumah,Rp 2 MiliarCicilan : 9 Jutaan per bulan,32LT : 165 m²LB : 250 m²,https://www.rumah123.com//properti/balikpapan/hos14459806/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2023-12-05-07-36-48-8e91a27c-aa76-4da8-85b9-3de4e9b08ab8.jpg
Balikpapan Rumah Siap Huni 4 Kamar Balikpapan Baru Furnish Lm294 ,Rumah,"Rp 2,5 MiliarCicilan : 11 Jutaan per bulan",43LT : 180 m²LB : 180 m²,https://www.rumah123.com//properti/balikpapan/hos14459795/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1507995/2023-11-22-15-03-52-5dc043d0-ba30-42d9-a0ab-d8ec3521f65a.jpg
294 Balikpapan Baru Rumah Siap Huni 4 Kamar Tidur,Rumah,"Rp 2,5 MiliarCicilan : 11 Jutaan per bulan",43LT : 180 m²LB : 180 m²,https://www.rumah123.com//properti/balikpapan/hos14459794/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2023-12-05-07-36-21-b5341270-a5c4-4915-9499-11c07160dd0e.jpg
rumah  dihook dikawasan gedung kesenian Balikpapan,Rumah,Rp 950 JutaCicilan : 4 Jutaan per bulan,32LT : 150 m²LB : 150 m²,https://www.rumah123.com//properti/balikpapan/hos14459785/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14459785/original/hos14459785-rumah-di-jual-di-balikpapan-selatan-balikpapan-1691712841.jpg
rumah cantik dekat kampus Untri Balikpapan ,Rumah,Rp 600 JutaCicilan : 2 Jutaan per bulan,211LT : 120 m²LB : 48 m²,https://www.rumah123.com//properti/balikpapan/hos14459781/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14459781/original/hos14459781-rumah-di-jual-di-balikpapan-utara-balikpapan-1691712738.jpg
PERUMAHAN RENOSARI SEPINGGAN ASRI,Rumah,Rp 730 JutaCicilan : 3 Jutaan per bulan,31LT : 160 m²LB : 120 m²,https://www.rumah123.com//properti/balikpapan/hos14459774/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14459774/original/hos14459774-rumah-di-jual-di-sepinggan-balikpapan-1691712598.jpg
PERUMAHAN PRIMARY NORDVILE GRAND CITY,Rumah,"Rp 2,16 MiliarCicilan : 9 Jutaan per bulan",32LT : 117 m²LB : 120 m²,https://www.rumah123.com//properti/balikpapan/hos14459768/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14459768/original/hos14459768-rumah-di-jual-di-balikpapan-utara-balikpapan-1691712504.jpg
PERUMAHAN NORDVILE GRAND CITY,Rumah,"Rp 1,76 MiliarCicilan : 8 Jutaan per bulan",32LT : 88 m²LB : 105 m²,https://www.rumah123.com//properti/balikpapan/hos14459765/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14459765/original/hos14459765-rumah-di-jual-di-balikpapan-utara-balikpapan-1691712429.jpg
PERUMAHAN PRIMARY GRAND CITY NORDVILE,Rumah,"Rp 3,26 MiliarCicilan : 14 Jutaan per bulan",43LT : 200 m²LB : 172 m²,https://www.rumah123.com//properti/balikpapan/hos14459762/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14459762/original/hos14459762-rumah-di-jual-di-balikpapan-utara-balikpapan-1691712347.jpg
Hunian bagus dikawasan sepinggan Balikpapan,Rumah,Rp 670 JutaCicilan : 3 Jutaan per bulan,211LT : 105 m²LB : 70 m²,https://www.rumah123.com//properti/balikpapan/hos14406039/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-08-04-02-54-33-c6d7f04b-421b-48df-a6b5-d62e3f603f1f.jpg
Rumah halaman luas djual didaerah balikpapan baru ,Rumah,"Rp 3,72 MiliarCicilan : 16 Jutaan per bulan",632LT : 389 m²LB : 100 m²,https://www.rumah123.com//properti/balikpapan/hos14285720/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-07-21-09-25-09-090c03a3-3da0-43e9-8251-6309ff4fdeb8.jpg
Villa mewah siap ditempati  dan lingkungan aman,Rumah,"Rp 2,5 MiliarCicilan : 11 Jutaan per bulan",321LT : 221 m²LB : 150 m²,https://www.rumah123.com//properti/balikpapan/hos14285582/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-07-21-09-15-40-648729c4-cab4-4d79-8ecf-546eafda7084.jpg
Rumah sultan dihook bisa dijual dan disewakan ,Rumah,"Rp 1,3 MiliarCicilan : 5 Jutaan per bulan",422LT : 147 m²LB : 147 m²,https://www.rumah123.com//properti/balikpapan/hos14285360/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-07-21-09-03-53-d9a73a62-01f9-47f0-900c-238790dcf42f.jpg
Rumah minimalis modern terasa villa  di perum palm hills garden,Rumah,Rp 600 JutaCicilan : 2 Jutaan per bulan,211LT : 120 m²LB : 55 m²,https://www.rumah123.com//properti/balikpapan/hos14285150/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-07-21-08-52-35-af36e8d3-2e89-4634-b376-606d39259359.jpg
Rumah tingkat 2 bernuansa ungu dekat bandara Sepinggan ,Rumah,"Rp 1,1 MiliarCicilan : 5 Jutaan per bulan",431LT : 72 m²LB : 54 m²,https://www.rumah123.com//properti/balikpapan/hos14284690/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-07-21-08-28-28-b972e085-7ac7-4ca5-8df8-417d29cf0b03.jpg
Hunian mewah dekat sekolah swasta islam terpadu,Rumah,Rp 2 MiliarCicilan : 9 Jutaan per bulan,441LT : 283 m²LB : 263 m²,https://www.rumah123.com//properti/balikpapan/hos14282490/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-07-21-06-06-44-93674bd8-205a-4d1c-a034-c768aad267d4.jpg
hunian mewah sejuk  dan tentram jauh dari kebisingan,Rumah,"Rp 2,5 MiliarCicilan : 11 Jutaan per bulan",531LT : 150 m²LB : 295 m²,https://www.rumah123.com//properti/balikpapan/hos14282237/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-07-21-05-38-51-0f9ece34-3834-4a1f-87e2-2ba2c50a61e3.jpg
Rumah strategies dipinggir jalan besar depan sekolah negeri,Rumah,Rp 12 MiliarCicilan : 54 Jutaan per bulan,652LT : 1270 m²LB : 1270 m²,https://www.rumah123.com//properti/balikpapan/hos14280923/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-07-21-03-50-09-2f49f84b-4521-4ca0-afd2-e406d8e4a849.jpg
Rumah cantik diperumahan elite dan megah,Rumah,"Rp 1,9 MiliarCicilan : 8 Jutaan per bulan",221LT : 121 m²LB : 105 m²,https://www.rumah123.com//properti/balikpapan/hos14279876/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-07-21-02-18-24-eae3c850-5677-480a-9865-7bebb2ab3b90.jpg
"RUMAH BANGUNAN BARU,DI PERUMAHAN GRAND CITY",Rumah,Rp 850 JutaCicilan : 3 Jutaan per bulan,22LT : 60 m²LB : 100 m²,https://www.rumah123.com//properti/balikpapan/hos14169683/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14169683/original/hos14169683-rumah-di-jual-di-balikpapan-tengah-balikpapan-1688706553.jpg
BALIKPAPAN GRAHA MULAWARMAN(Y178),Rumah,Rp 900 JutaCicilan : 4 Jutaan per bulan,43LT : 120 m²LB : 180 m²,https://www.rumah123.com//properti/balikpapan/hos8091076/,https://picture.rumah123.com/r123/720x420-crop/house/ho80/8091076/original/hos8091076-rumah-di-jual-di-batakan-balikpapan-1616980767.jpg
RUMAH 2 LANTAI TENGAH KOTA,Rumah,Rp 800 JutaCicilan : 3 Jutaan per bulan,32LT : 149 m²LB : 205 m²,https://www.rumah123.com//properti/balikpapan/hos14015609/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14015609/original/hos14015609-rumah-di-jual-di-balikpapan-utara-balikpapan-1686874770.jpg
"RUMAH CONTOH DAUN VILLAGE TYPE STRAWBERRY 1 LANTAI, MT. HARYONO BALIKPAPAN",Rumah,Rp 895 JutaCicilan : 4 Jutaan per bulan,21LT : 98 m²LB : 60 m²,https://www.rumah123.com//properti/balikpapan/hos13958982/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13958982/original/hos13958982-rumah-di-jual-di-balikpapan-selatan-balikpapan-1686279121.jpg
DISKON‼️ RUMAH BALIKPAPAN BARU DUA LANTAI,Rumah,Rp 5 MiliarCicilan : 22 Jutaan per bulan,44LT : 360 m²LB : 360 m²,https://www.rumah123.com//properti/balikpapan/hos13898294/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13898294/original/hos13898294-rumah-di-jual-di-balikpapan-selatan-balikpapan-1685676557.jpg
APARTEMENT SECOND LOKASI DEPAN BANDARA SAMS BALIKPAPAN,Apartemen,Rp 850 JutaCicilan : 3 Jutaan per bulan,11LB : 40 m²,https://www.rumah123.com//properti/balikpapan/aps2914483/,https://picture.rumah123.com/r123/720x420-crop/apartment/ap29/2914483/original/aps2914483-apartemen-di-jual-di-balikpapan-selatan-balikpapan-1685675098.jpg
RUMAH BARU READY STOCK DAN SIAP HUNI TANPA DP & FREE SEMUA BIAYA2 NYA,Rumah,Rp 425 JutaCicilan : 1 Jutaan per bulan,21LT : 120 m²LB : 45 m²,https://www.rumah123.com//properti/balikpapan/hos13897935/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13897935/original/hos13897935-rumah-di-jual-di-balikpapan-utara-balikpapan-1685674608.jpg
"RUMAH 3 LANTAI FULL FURNISH DEPAN DOME RING ROAD, PAS DI BELAKANG KANTOR PERTANAHAN",Rumah,"Rp 3,75 MiliarCicilan : 17 Jutaan per bulan",33LT : 447 m²LB : 600 m²,https://www.rumah123.com//properti/balikpapan/hos13897275/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13897275/original/hos13897275-rumah-di-jual-di-balikpapan-selatan-balikpapan-1685673043.jpg
DI  RUMAH GRAND CITY + ISI,Rumah,"Rp 2,15 MiliarCicilan : 9 Jutaan per bulan",32LT : 160 m²LB : 100 m²,https://www.rumah123.com//properti/balikpapan/hos13897236/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13897236/original/hos13897236-rumah-di-jual-di-balikpapan-utara-balikpapan-1685672821.jpg
DI  RUMAH STRATEGIS DEKAT JALAN TOL DAN TEMPAT WISATA PANTAI MANGGAR,Rumah,Rp 600 JutaCicilan : 2 Jutaan per bulan,32LT : 268 m²LB : 90 m²,https://www.rumah123.com//properti/balikpapan/hos13897222/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13897222/original/hos13897222-rumah-di-jual-di-balikpapan-timur-balikpapan-1685672671.jpg
"DIJUAL RUMAH DAN KOS-KOSAN BATAKAN, BALIKPAPAN",Rumah,"Rp 1,35 MiliarCicilan : 6 Jutaan per bulan",53LT : 285 m²LB : 140 m²,https://www.rumah123.com//properti/balikpapan/hos13745300/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13745300/original/hos13745300-rumah-di-jual-di-batakan-balikpapan-1684461955.jpg
BALIKPAPAN RUMAH GRAND CITY (HM14),Rumah,Rp 850 JutaCicilan : 3 Jutaan per bulan,22LT : 72 m²LB : 46 m²,https://www.rumah123.com//properti/balikpapan/hos13673023/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13673023/original/hos13673023-rumah-di-jual-di-balikpapan-utara-balikpapan-1683874905.jpg
PERUMAHAN ELITE FULL FURNISHED BALIKPAPAN BARU,Rumah,"Rp 2,65 MiliarCicilan : 12 Jutaan per bulan",57LT : 200 m²LB : 298 m²,https://www.rumah123.com//properti/balikpapan/hos13671985/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13671985/original/hos13671985-rumah-di-jual-di-balikpapan-baru-balikpapan-1683869857.jpg
Rumah SHM di Permata Hijau,Rumah,Rp 500 JutaCicilan : 2 Jutaan per bulan,LT : 84 m²LB : 40 m²,https://www.rumah123.com//properti/balikpapan/hos13542186/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1040256/2023-04-28-14-54-49-b766a29b-33b4-407a-8130-0cc27d07d5e3.jpg
BALIKPAPAN RUMAH PERUMAHAN BALIKPAPAN BARU KYOTO  (HM109),Rumah,"Rp 1,6 MiliarCicilan : 7 Jutaan per bulan",331LT : 216 m²LB : 98 m²,https://www.rumah123.com//properti/balikpapan/hos13532917/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13532917/original/hos13532917-rumah-di-jual-di-balikpapan-baru-balikpapan-1682651120.jpg
"Dijual Rumah 2 Lantai Bagus SHM di Markoni Atas, Balikpapan",Rumah,Rp 6 MiliarCicilan : 27 Jutaan per bulan,431LT : 343 m²LB : 875 m²,https://www.rumah123.com//properti/balikpapan/hos13437732/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1805813/2023-04-14-07-05-12-2fd08732-f6e3-41bb-9a04-bd3770939232.png
"Dijual Rumah 2 Lantai Semi Furnished HGB di Balikpapan Baru Bb , Balikpapan",Rumah,Rp 6 MiliarCicilan : 27 Jutaan per bulan,752LT : 454 m²LB : 476 m²,https://www.rumah123.com//properti/balikpapan/hos13437382/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1805813/2023-04-14-06-46-22-2c9c412f-c2a7-4d2a-bbd8-564ccc624113.png
"Dijual Rumah Bagus Furnished SHM di Perumahan Pupuk, Balikpapan",Rumah,Rp 9 MiliarCicilan : 40 Jutaan per bulan,432LT : 670 m²LB : 400 m²,https://www.rumah123.com//properti/balikpapan/hos13437036/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1805813/2023-04-14-06-24-14-6646e83d-7f24-4112-bdec-ff4055e3f5c1.jpg
"Dijua Rumah 2 Lantai + Kolam Renang Bagus Unfurnished SHM di Ciputra Citra Bukit Indah Kota Balikpapan , Balikpapan",Rumah,"Rp 6,8 MiliarCicilan : 30 Jutaan per bulan",432LT : 450 m²LB : 275 m²,https://www.rumah123.com//properti/balikpapan/hos13433378/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1805813/2023-04-14-02-07-14-d7c3faa9-5d52-4beb-8591-273f8afb724f.jpg
