judul,kategori,prices,info,hyperlink,img_hyperlinks
Dijual Apartemen Mewah Tamansari Skylounge Sepinggan Balikpapan ,Apartemen,Rp 750 JutaCicilan : 3 Jutaan per bulan,21LB : 34 m²,https://www.rumah123.com//properti/balikpapan/aps3059017/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1706127/2023-10-19-12-58-41-1c323014-680a-4876-b497-02f0f970cbc2.jpg
RUMAH BARU DI BANGUN TANPA INDEN DI KARTINI RESIDENCE,Rumah,Rp 800 JutaCicilan : 3 Jutaan per bulan,21LT : 120 m²LB : 63 m²,https://www.rumah123.com//properti/balikpapan/hos15173568/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15173568/original/hos15173568-rumah-di-jual-di-gunung-bahagia-balikpapan-1697698264.jpg
Dijual Rumah Baru Sepinggan,Rumah,Rp 885 JutaCicilan : 4 Jutaan per bulan,211LT : 227 m²LB : 55 m²,https://www.rumah123.com//properti/balikpapan/hos15170477/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1818941/2023-10-19-03-40-45-1f0b5718-9f01-4338-ad46-308ff9f45567.jpg
"Dijual Rumah 2 Lantai SHM di Balikpapan Baru Bb, Balikpapan",Rumah,"Rp 2,5 MiliarCicilan : 11 Jutaan per bulan",43LT : 198 m²LB : 225 m²,https://www.rumah123.com//properti/balikpapan/hos15169193/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1805813/2023-10-19-02-04-35-708ec2ff-dc20-46fc-8f4c-2025ebc0d9f1.png
RUMAH NYAMAN TANAH LUAS,Rumah,"Rp 1,25 MiliarCicilan : 5 Jutaan per bulan",32LT : 395 m²LB : 121 m²,https://www.rumah123.com//properti/balikpapan/hos15094195/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15094195/original/hos15094195-rumah-di-jual-di-balikpapan-utara-balikpapan-1697099142.jpg
DI  RUMAH BARU READY STOCK DAN SIAP HUNITANPA DP (DP 0%) & BEBAS SEMUA BIAYA2 NYA,Rumah,Rp 430 JutaCicilan : 1 Jutaan per bulan,21LT : 105 m²LB : 42 m²,https://www.rumah123.com//properti/balikpapan/hos15092149/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15092149/original/hos15092149-rumah-di-jual-di-balikpapan-utara-balikpapan-1697092404.jpg
turun harga!!! Balikpapan Di  rumah Ciputra Citra Bukit Indah BDI Balikpapan dibawah harga pasaran,Rumah,Rp 925 JutaCicilan : 4 Jutaan per bulan,21LT : 90 m²LB : 60 m²,https://www.rumah123.com//properti/balikpapan/hos15007374/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15007374/original/hos15007374-rumah-di-jual-di-balikpapan-selatan-balikpapan-1696468609.jpg
Dijual Rumah Lux 1 Lantai Full Furnished Dengan Kolam Renang,Rumah,"Rp 5,5 MiliarCicilan : 24 Jutaan per bulan",422LT : 475 m²LB : 400 m²,https://www.rumah123.com//properti/balikpapan/hos14937819/,https://picture.rumah123.com/r123-images/720x420-crop/customer/553144/2023-09-28-04-40-33-f31ae769-6117-4278-99d2-f6848796078f.jpg
RUMAH MINIMALIS  1 LANTAI SIAP HUNI   ANYAMAN DAN ASRI DI PERUM PGRI,Rumah,Rp 700 JutaCicilan : 3 Jutaan per bulan,31LT : 142 m²LB : 140 m²,https://www.rumah123.com//properti/balikpapan/hos14852615/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14852615/original/hos14852615-rumah-di-jual-di-balikpapan-selatan-balikpapan-1695274619.jpg
Rumah Full Furnish dan ada workshopnya ditengah kota ,Rumah,Rp 12 MiliarCicilan : 54 Jutaan per bulan,642LT : 420 m²LB : 560 m²,https://www.rumah123.com//properti/balikpapan/hos14848641/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14848641/original/hos14848641-rumah-di-jual-di-balikpapan-selatan-balikpapan-1695255593.jpg
RUMAH FULLY FURNISHED DI BUKIT DAMAI INDAH (BDI) BALIKPAPAN,Rumah,"Rp 1,85 MiliarCicilan : 8 Jutaan per bulan",321LT : 210 m²LB : 100 m²,https://www.rumah123.com//properti/balikpapan/hos14848429/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14848429/original/hos14848429-rumah-di-jual-di-balikpapan-selatan-balikpapan-1695254971.jpg
RUMAH FULLY FURNISHED DI BUKIT DAMAI INDAH (BDI) BALIKPAPAN,Rumah,"Rp 1,85 MiliarCicilan : 8 Jutaan per bulan",32LT : 210 m²LB : 100 m²,https://www.rumah123.com//properti/balikpapan/hos14848428/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14848428/original/hos14848428-rumah-di-jual-di-balikpapan-selatan-balikpapan-1695254970.jpg
Di  Rumah kawasan elit Citra Bukit Indah Ciputra BDI,Rumah,"Rp 1,05 MiliarCicilan : 4 Jutaan per bulan",22LT : 90 m²LB : 60 m²,https://www.rumah123.com//properti/balikpapan/hos14772379/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14772379/original/hos14772379-rumah-di-jual-di-balikpapan-selatan-balikpapan-1694654581.jpg
di  Rumah Nyaman Kawasan Elite Citra Bukit Indah Ciputra BDI,Rumah,"Rp 1,15 MiliarCicilan : 5 Jutaan per bulan",212LT : 90 m²LB : 55 m²,https://www.rumah123.com//properti/balikpapan/hos14772378/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14772378/original/hos14772378-rumah-di-jual-di-balikpapan-selatan-balikpapan-1694654580.jpg
Di  dan di  kan rumah cantik nyaman siap huni  semi furnish ciputra bdi (citra bukit indah)  jarang ada!!!,Rumah,"Rp 1,45 MiliarCicilan : 6 Jutaan per bulan",32LT : 121 m²LB : 105 m²,https://www.rumah123.com//properti/balikpapan/hos14772375/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14772375/original/hos14772375-rumah-di-jual-di-balikpapan-selatan-balikpapan-1694654578.jpg
di  rumah luas siap huni di Bukit Damai Indah BDI Ciputra MT. Haryono Balikpapan,Rumah,"Rp 1,4 MiliarCicilan : 6 Jutaan per bulan",32LT : 140 m²LB : 70 m²,https://www.rumah123.com//properti/balikpapan/hos14772374/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14772374/original/hos14772374-rumah-di-jual-di-balikpapan-selatan-balikpapan-1694654578.jpg
di  rumah nyaman di perumahan ciputra bdi citra bukit indah,Rumah,"Rp 1,2 MiliarCicilan : 5 Jutaan per bulan",32LT : 120 m²LB : 70 m²,https://www.rumah123.com//properti/balikpapan/hos14772368/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14772368/original/hos14772368-rumah-di-jual-di-balikpapan-selatan-balikpapan-1694654572.jpg
Di  rumah Ciputra Citra Bukit Indah BDI Balikpapan dibawah harga pasaran,Rumah,Rp 960 JutaCicilan : 4 Jutaan per bulan,21LT : 90 m²LB : 60 m²,https://www.rumah123.com//properti/balikpapan/hos14772365/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14772365/original/hos14772365-rumah-di-jual-di-balikpapan-selatan-balikpapan-1694654571.jpg
"Di  Rumah nyaman harga dibawah pasaran, semi furnish di BDI Bukit Damai Indah Ciputra",Rumah,"Rp 1,2 MiliarCicilan : 5 Jutaan per bulan",32LT : 130 m²LB : 70 m²,https://www.rumah123.com//properti/balikpapan/hos14772367/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14772367/original/hos14772367-rumah-di-jual-di-balikpapan-selatan-balikpapan-1694654571.jpg
Di  Rumah Cantik Premium Furnish di Bdi Ciputra balikpapan,Rumah,"Rp 3,2 MiliarCicilan : 14 Jutaan per bulan",55LT : 280 m²LB : 226 m²,https://www.rumah123.com//properti/balikpapan/hos14772364/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14772364/original/hos14772364-rumah-di-jual-di-balikpapan-selatan-balikpapan-1694654570.jpg
RUMAH DITENGAH KOTA DALAM PERUMAHAN,Rumah,"Rp 1,7 MiliarCicilan : 7 Jutaan per bulan",21LT : 200 m²LB : 150 m²,https://www.rumah123.com//properti/balikpapan/hos14709185/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14709185/original/hos14709185-rumah-di-jual-di-balikpapan-tengah-balikpapan-1694072910.jpg
Rumah Perum WIKA MAHOGANY Balikpapan,Rumah,Rp 725 JutaCicilan : 3 Jutaan per bulan,21LT : 120 m²LB : 57 m²,https://www.rumah123.com//properti/balikpapan/hos14706032/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14706032/original/hos14706032-rumah-di-jual-di-gn.-samarinda-balikpapan-1694059526.jpg
RUMAH DUA LANTAI DI KARANG REJO,Rumah,Rp 650 JutaCicilan : 2 Jutaan per bulan,42LT : 105 m²LB : 150 m²,https://www.rumah123.com//properti/balikpapan/hos14704146/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14704146/original/hos14704146-rumah-di-jual-di-balikpapan-tengah-balikpapan-1694051522.jpg
RUMAH CANTIK  DUA LANTAI DI GRAND CITY,Rumah,"Rp 2,3 MiliarCicilan : 10 Jutaan per bulan",33LT : 140 m²LB : 88 m²,https://www.rumah123.com//properti/balikpapan/hos14704003/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14704003/original/hos14704003-rumah-di-jual-di-balikpapan-utara-balikpapan-1694050636.jpg
BALIKPAPAN RUMAH PERUMAHAN GRAND CITY HYLAND (HM170),Rumah,"Rp 1,2 MiliarCicilan : 5 Jutaan per bulan",22LT : 72 m²LB : 36 m²,https://www.rumah123.com//properti/balikpapan/hos14703878/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14703878/original/hos14703878-rumah-di-jual-di-balikpapan-timur-balikpapan-1694049669.jpg
Dijual Apartemen Baru Lux Full Furnished 2 Bed View Kolam,Apartemen,"Rp 1,8 MiliarCicilan : 8 Jutaan per bulan",21LB : 63 m²,https://www.rumah123.com//properti/balikpapan/aps2996736/,https://picture.rumah123.com/r123-images/720x420-crop/customer/553144/2023-08-31-05-33-17-e811ec5a-5b3b-4cef-b187-6aaa03483056.jpg
Rumah Minimalis di dekat rumah sakit Umum,Rumah,Rp 600 JutaCicilan : 2 Jutaan per bulan,211LT : 104 m²LB : 44 m²,https://www.rumah123.com//properti/balikpapan/hos14636286/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14636286/original/hos14636286-rumah-di-jual-di-balikpapan-utara-balikpapan-1693440852.jpg
BALIKPAPAN  RUMAH TENGAH KOTA,Rumah,"Rp 1,55 MiliarCicilan : 7 Jutaan per bulan",83LT : 135 m²LB : 125 m²,https://www.rumah123.com//properti/balikpapan/hos14575381/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14575381/original/hos14575381-rumah-di-jual-di-balikpapan-selatan-balikpapan-1692864632.jpg
RUMAH MINIMALIS DI DAERAH GUNUNG EMPAT,Rumah,Rp 850 JutaCicilan : 3 Jutaan per bulan,22LT : 165 m²LB : 77 m²,https://www.rumah123.com//properti/balikpapan/hos14573864/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14573864/original/hos14573864-rumah-di-jual-di-balikpapan-barat-balikpapan-1692857980.jpg
BALIKPAPAN RUMAH  SIAP HUNI MEMILIKI CARPORT (LM 119),Rumah,Rp 450 JutaCicilan : 2 Jutaan per bulan,21LT : 72 m²LB : 90 m²,https://www.rumah123.com//properti/balikpapan/hos14568880/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1507995/2023-11-22-14-41-57-438e3e0c-1e65-4fc9-b7a6-43ccda7f36cc.jpg
119 Balikpapan Regency Rumah Siap Huni Memiliki Carport,Rumah,Rp 425 JutaCicilan : 1 Jutaan per bulan,21LT : 72 m²LB : 90 m²,https://www.rumah123.com//properti/balikpapan/hos14568879/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2023-12-05-07-10-30-eab8393b-b703-4726-ae16-b9e4a75ed7da.jpg
RUMAH MODERN DUA LANTAI DI GRANDCITY,Rumah,"Rp 5,65 MiliarCicilan : 25 Jutaan per bulan",34LT : 220 m²LB : 191 m²,https://www.rumah123.com//properti/balikpapan/hos14455894/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14455894/original/hos14455894-rumah-di-jual-di-balikpapan-utara-balikpapan-1691656262.jpg
Rumah Nyaman Posisi Hook,Rumah,"Rp 1,79 MiliarCicilan : 8 Jutaan per bulan",32LT : 173 m²LB : 153 m²,https://www.rumah123.com//properti/balikpapan/hos14455254/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14455254/original/hos14455254-rumah-di-jual-di-balikpapan-utara-balikpapan-1691653413.jpg
SIAP HUNI GRANDCITY,Rumah,"Rp 2,2 MiliarCicilan : 9 Jutaan per bulan",43LT : 126 m²LB : 200 m²,https://www.rumah123.com//properti/balikpapan/hos14455219/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14455219/original/hos14455219-rumah-di-jual-di-balikpapan-utara-balikpapan-1691653285.jpg
Hunian Minimalis dikawasan Balikpapan baru ,Rumah,"Rp 1,65 MiliarCicilan : 7 Jutaan per bulan",321LT : 165 m²LB : 165 m²,https://www.rumah123.com//properti/balikpapan/hos14404658/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-08-03-22-43-50-54ef92e7-30e6-4af1-862b-fa9b5f93e6c6.jpg
Hunian minimalist modern kawasan regency,Rumah,"Rp 1,9 MiliarCicilan : 8 Jutaan per bulan",422LT : 152 m²LB : 100 m²,https://www.rumah123.com//properti/balikpapan/hos14402997/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-08-03-12-30-44-530ac7ed-ff45-4ce8-a9f5-863a7577b5e0.jpg
Rumah minimalist halaman luas dekat terminal Bus,Rumah,"Rp 1,2 MiliarCicilan : 5 Jutaan per bulan",421LT : 276 m²LB : 100 m²,https://www.rumah123.com//properti/balikpapan/hos14395582/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-08-03-00-32-04-181f4c69-6440-4895-958d-36a48e68c643.jpg
"THE GREEN AZARYA BATAKAN, BALIKPAPAN",Rumah,Rp 470 JutaCicilan : 2 Jutaan per bulan,22LT : 91 m²LB : 42 m²,https://www.rumah123.com//properti/balikpapan/hos14270188/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14270188/original/hos14270188-rumah-di-jual-di-balikpapan-timur-balikpapan-1689822158.jpg
DI  RUMAH DE ROYALE BALIKPAPAN REGENCY LOKASI SANGAT  STRATEGISHANYA 10 MENIT KE BANDARA SAMS BALIKPAPAN,Rumah,"Rp 2,4 MiliarCicilan : 10 Jutaan per bulan",33LT : 241 m²LB : 108 m²,https://www.rumah123.com//properti/balikpapan/hos14218727/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14218727/original/hos14218727-rumah-di-jual-di-balikpapan-selatan-balikpapan-1689219773.jpg
"RUMAH SIAP HUNI, DALAM KOTA,BEBAS BANJIR",Rumah,Rp 530 JutaCicilan : 2 Jutaan per bulan,22LT : 100 m²LB : 90 m²,https://www.rumah123.com//properti/balikpapan/hos14159226/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14159226/original/hos14159226-rumah-di-jual-di-balikpapan-utara-balikpapan-1688608128.jpg
Jual Rumah di Balikpapan Kalimantan Timur,Rumah,"Rp 4,5 MiliarCicilan : 20 Jutaan per bulan",54LT : 206 m²LB : 255 m²,https://www.rumah123.com//properti/balikpapan/hos14112634/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1841897/2023-06-29-14-03-01-43842214-5e4d-4bce-97bf-768f06d80611.jpg
BALIKPAPAN BUKIT PRONA (152),Rumah,Rp 500 JutaCicilan : 2 Jutaan per bulan,21LT : 100 m²LB : 40 m²,https://www.rumah123.com//properti/balikpapan/hos9769730/,https://picture.rumah123.com/r123/720x420-crop/house/ho97/9769730/original/hos9769730-rumah-di-jual-di-sepinggan-balikpapan-1645750688.jpg
DIJUAL RUMAH 2 LANTAI BALIKPAPAN BARU ARIZONA,Rumah,"Rp 2,6 MiliarCicilan : 11 Jutaan per bulan",54LT : 200 m²LB : 298 m²,https://www.rumah123.com//properti/balikpapan/hos14007398/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14007398/original/hos14007398-rumah-di-jual-di-balikpapan-baru-balikpapan-1686795302.jpg
DI  RUMAH 1 1/2 LANTAI BALIKPAPAN BARU ARIZONA,Rumah,"Rp 1,5 MiliarCicilan : 6 Jutaan per bulan",31LT : 120 m²LB : 93 m²,https://www.rumah123.com//properti/balikpapan/hos13947895/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13947895/original/hos13947895-rumah-di-jual-di-balikpapan-baru-balikpapan-1686188829.jpg
Rumah minimalis  termurah  dikawasan  regency,Rumah,Rp 520 JutaCicilan : 2 Jutaan per bulan,311LT : 72 m²LB : 144 m²,https://www.rumah123.com//properti/balikpapan/hos13818097/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-05-25-00-06-07-aeaac5e9-aeb3-46e0-a670-e8c46f6fea34.jpg
Rumah Cluster Premium Pusat Kota Balikpapan,Rumah,Rp 983 JutaCicilan : 4 Jutaan per bulan,321LT : 75 m²LB : 70 m²,https://www.rumah123.com//properti/balikpapan/hos13736785/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1355633/2023-05-18-05-12-32-8ea3a293-714d-4618-88f4-194a200cb6af.png
RUMAH MEWAH TERAWATFULL FURNISHED,Rumah,"Rp 2,2 MiliarCicilan : 9 Jutaan per bulan",32LT : 152 m²LB : 100 m²,https://www.rumah123.com//properti/balikpapan/hos13659974/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13659974/original/hos13659974-rumah-di-jual-di-balikpapan-selatan-balikpapan-1683769962.jpg
BALIKPAPAN RUMAH GRAND CITY BERSIH DAN TERAWAT (HM73),Rumah,"Rp 1,5 MiliarCicilan : 6 Jutaan per bulan",22LT : 108 m²LB : 61 m²,https://www.rumah123.com//properti/balikpapan/hos13587442/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13587442/original/hos13587442-rumah-di-jual-di-balikpapan-utara-balikpapan-1683163714.jpg
SIAP HUNI HARGA NEGO,Rumah,"Rp 1,65 MiliarCicilan : 7 Jutaan per bulan",21LT : 108 m²LB : 61 m²,https://www.rumah123.com//properti/balikpapan/hos13523815/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13523815/original/hos13523815-rumah-di-jual-di-balikpapan-utara-balikpapan-1682569445.jpg
"Dijual Rumah di Perumahan Citra Bukit Indah Ciputra , Balikpapan",Rumah,"Rp 2,95 MiliarCicilan : 13 Jutaan per bulan",442LT : 244 m²LB : 300 m²,https://www.rumah123.com//properti/balikpapan/hos13425270/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1805813/2023-04-13-06-51-04-31d17217-b174-4061-9bb0-4676d7242823.png
Dijual Rumah + Kolam Renang Di Jalan Utama Boulevard Balikpapan Baru Bb ,Rumah,"Rp 6,5 MiliarCicilan : 29 Jutaan per bulan",672LT : 600 m²LB : 620 m²,https://www.rumah123.com//properti/balikpapan/hos13423167/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1805813/2023-04-13-04-19-55-f4b1f8c5-5646-4c6c-b1e3-935e898b6c65.png
Rumah Minimalis 2 Lantai Nyaman Dan Siap Huni di Batakan,Rumah,"Rp 2,1 MiliarCicilan : 9 Jutaan per bulan",LT : 162 m²LB : 145 m²,https://www.rumah123.com//properti/balikpapan/hos13276245/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1730302/2023-03-30-13-18-55-b30123ad-3a2b-4a94-bdf0-3502906f2fd6.jpg
Rumah Millenial kekinian ditengah kota Balikpapan ,Rumah,Rp 925 JutaCicilan : 4 Jutaan per bulan,322LT : 80 m²LB : 72 m²,https://www.rumah123.com//properti/balikpapan/hos13269450/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-03-30-04-17-15-d6c56b1e-9591-48ce-beff-bc34e12f6e1b.jpg
Rumah minimalis modern bagus yg lagi hits di kaum millenial ,Rumah,Rp 700 JutaCicilan : 3 Jutaan per bulan,222LT : 61 m²LB : 41 m²,https://www.rumah123.com//properti/balikpapan/hos13265949/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-03-30-00-47-40-715619ea-376c-4e23-ace7-063ceac97e23.jpg
RUMAH DIPERUMAHAN REGENCY,Rumah,Rp 900 JutaCicilan : 4 Jutaan per bulan,32LT : 72 m²LB : 72 m²,https://www.rumah123.com//properti/balikpapan/hos13193789/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13193789/original/hos13193789-rumah-di-jual-di-balikpapan-selatan-balikpapan-1679537604.jpg
BALIKPAPAN RUMAH PERUMAHAN BALIKPAPAN BARU CLUSTER ORLANDO (HM134),Rumah,"Rp 2,3 MiliarCicilan : 10 Jutaan per bulan",54LT : 243 m²LB : 215 m²,https://www.rumah123.com//properti/balikpapan/hos13193688/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13193688/original/hos13193688-rumah-di-jual-di-balikpapan-baru-balikpapan-1679536600.jpg
DIJUAL RUMAH BARU SIAP HUNI DI JL. PATIMURA BATU AMPAR,Rumah,Rp 950 JutaCicilan : 4 Jutaan per bulan,321LT : 174 m²LB : 90 m²,https://www.rumah123.com//properti/balikpapan/hos13122053/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13122053/original/hos13122053-rumah-di-jual-di-balikpapan-utara-balikpapan-1678944202.jpg
DIJUAL RUMAH PINGGIR JALAN RAYA UTAMA GUNUNG MALANG,Rumah,Rp 7 MiliarCicilan : 31 Jutaan per bulan,314LT : 320 m²LB : 270 m²,https://www.rumah123.com//properti/balikpapan/hos13121565/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13121565/original/hos13121565-rumah-di-jual-di-klandasan-ilir-balikpapan-1678942258.jpg
"DIJUAL RUMAH DEKAT TOKO SATRIA, BALIKPAPAN",Rumah,"Rp 2,5 MiliarCicilan : 11 Jutaan per bulan",22LT : 250 m²LB : 150 m²,https://www.rumah123.com//properti/balikpapan/hos13121226/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13121226/original/hos13121226-rumah-di-jual-di-balikpapan-tengah-balikpapan-1678941794.jpg
DIJUAL RUMAH MODERN 2 MENIT DARI STT MIGAS KM 8 BALIKPAPAN,Rumah,Rp 726 JutaCicilan : 3 Jutaan per bulan,22LT : 157 m²LB : 90 m²,https://www.rumah123.com//properti/balikpapan/hos13120796/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13120796/original/hos13120796-rumah-di-jual-di-balikpapan-utara-balikpapan-1678941552.jpg
"DIJUAL RUMAH MEWAH, YANG CANTIK, TERAWAT DI AREA WIKA",Rumah,"Rp 2,6 MiliarCicilan : 11 Jutaan per bulan",421LT : 250 m²LB : 250 m²,https://www.rumah123.com//properti/balikpapan/hos13120399/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13120399/original/hos13120399-rumah-di-jual-di-balikpapan-utara-balikpapan-1678940659.jpg
"DIJUAL RUMAH DAERAH BISNIS KOTA BALIKPAPAN  PINGGIR JALAN POROS UTAMA COCOK UNTUK KANTOR, CAFE DLL",Rumah,"Rp 2,6 MiliarCicilan : 11 Jutaan per bulan",42LT : 400 m²LB : 100 m²,https://www.rumah123.com//properti/balikpapan/hos13120356/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13120356/original/hos13120356-rumah-di-jual-di-balikpapan-baru-balikpapan-1678940516.jpg
RUMAH KONTRAKAN 6 PINTU SEPINGGAN BARU BALIKPAPAN,Rumah,Rp 800 JutaCicilan : 3 Jutaan per bulan,126LT : 154 m²LB : 192 m²,https://www.rumah123.com//properti/balikpapan/hos13119668/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13119668/original/hos13119668-rumah-di-jual-di-sepinggan-balikpapan-1678938375.jpg
BALIKPAPAN RUMAH SIAP HUNI RUHUI RAHAYU (HM138),Rumah,"Rp 2,5 MiliarCicilan : 11 Jutaan per bulan",43LT : 135 m²LB : 200 m²,https://www.rumah123.com//properti/balikpapan/hos13117347/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13117347/original/hos13117347-rumah-di-jual-di-gunung-bahagia-balikpapan-1678934064.jpg
BALIKPAPAN RUMAH HOOK MEWAH PERUMAHAN BALIKPAPAN BARU (HM136),Rumah,"Rp 7,5 MiliarCicilan : 34 Jutaan per bulan",64LT : 575 m²LB : 900 m²,https://www.rumah123.com//properti/balikpapan/hos13117250/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13117250/original/hos13117250-rumah-di-jual-di-balikpapan-baru-balikpapan-1678933663.jpg
BALIKPAPAN RUMAH 2 KAPLING  LUAS (HM126),Rumah,Rp 800 JutaCicilan : 3 Jutaan per bulan,21LT : 240 m²LB : 240 m²,https://www.rumah123.com//properti/balikpapan/hos12961347/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12961347/original/hos12961347-rumah-di-jual-di-balikpapan-selatan-balikpapan-1677902392.jpg
Rumah Cantik Dan Luas 1 Lantai di Bukit Damai Indah,Rumah,"Rp 3,2 MiliarCicilan : 14 Jutaan per bulan",LT : 280 m²LB : 226 m²,https://www.rumah123.com//properti/balikpapan/hos12608019/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1730302/2023-02-02-06-50-48-a62c6735-253b-4f40-9f1b-23e117fc9004.jpg
DI JUAL CEPAT TURUN HARGA RUMAH DI KAWASAN PERUMAHAN REGENCY,Rumah,Rp 730 JutaCicilan : 3 Jutaan per bulan,32LT : 84 m²LB : 56 m²,https://www.rumah123.com//properti/balikpapan/hos12501285/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12501285/original/hos12501285-rumah-di-jual-di-balikpapan-selatan-balikpapan-1679985939.jpg
rumah plus toko dipinggir jalan besar dan startegis,Rumah,Rp 6 MiliarCicilan : 27 Jutaan per bulan,94LT : 700 m²LB : 700 m²,https://www.rumah123.com//properti/balikpapan/hos12285316/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12285316/original/hos12285316-rumah-di-jual-di-sepinggan-balikpapan-1672624637.jpg
rumah di hook dekat terminal bus dan harga murah,Rumah,Rp 850 JutaCicilan : 3 Jutaan per bulan,211LT : 96 m²LB : 45 m²,https://www.rumah123.com//properti/balikpapan/hos12285175/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12285175/original/hos12285175-rumah-di-jual-di-batu-ampar-balikpapan-1672624315.jpg
rumah modern dekat universitas,Rumah,Rp 450 JutaCicilan : 2 Jutaan per bulan,211LT : 108 m²LB : 48 m²,https://www.rumah123.com//properti/balikpapan/hos12285147/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12285147/original/hos12285147-rumah-di-jual-di-balikpapan-utara-balikpapan-1672624256.jpg
Rumah Cantik terasa di Villa dan terasa mewah,Rumah,Rp 1 MiliarCicilan : 4 Jutaan per bulan,312LT : 180 m²LB : 150 m²,https://www.rumah123.com//properti/balikpapan/hos12071585/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12071585/original/hos12071585-rumah-di-jual-di-balikpapan-utara-balikpapan-1670820001.jpg
"Rumah Cantik, minimalis terasa spr di hotel, aman, dan nyaman",Rumah,Rp 700 JutaCicilan : 3 Jutaan per bulan,211LT : 72 m²LB : 60 m²,https://www.rumah123.com//properti/balikpapan/hos12000405/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12000405/original/hos12000405-rumah-di-jual-di-balikpapan-selatan-balikpapan-1670224821.jpg
