Unnamed: 0,Judul,Harga,Lokasi,Hyperlink,Img_Hyperlink,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Tipe Properti,Sertifikat,Daya Listrik,Kamar Pembantu,Dapur,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Pemandangan,Terjangkau Internet,Lebar Jalan,Sumber Air,Hook,Kondisi Properti,Tipe Iklan
252,BALIKPAPAN RUMAH  RENGANIS 70% JADI (HM31),"Rp 1,2 Miliar","Gunung Bahagia, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12507003/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12507003/original/hos12507003-rumah-di-jual-di-gunung-bahagia-balikpapan-1674191711.jpg,3.0,3.0,241 m²,316 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,Tidak,Tidak,,,,Tidak,,PAM atau PDAM,Tidak,Butuh Renovasi,Dijual
253,BALIKPAPAN RUMAH MT.HARYONO BUKIT TANJUNG (HM34),"Rp 1,2 Miliar","Damai, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12507001/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12507001/original/hos12507001-rumah-di-jual-di-damai-balikpapan-1674191709.jpg,3.0,2.0,187 m²,134 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
254,BALIKPAPAN RUMAH PERUM KORPRI (BELAKANG SMA 5) (HM32),"Rp 1,3 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12507002/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12507002/original/hos12507002-rumah-di-jual-di-balikpapan-selatan-balikpapan-1674191710.jpg,9.0,4.0,150 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
255,BALIKPAPAN RUMAH BB MEDITRANIA POS 11 (HM36),"Rp 1,5 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12506998/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12506998/original/hos12506998-rumah-di-jual-di-balikpapan-baru-balikpapan-1674191708.jpg,2.0,2.0,150 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
256,BALIKPAPAN RUMAH & KONTRAKAN DI SEMOI (HM35),"Rp 4,5 Miliar","Marga Sari, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12506999/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12506999/original/hos12506999-rumah-di-jual-di-marga-sari-balikpapan-1674191709.jpg,10.0,2.0,880 m²,600 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
257,BALIKPAPAN RUMAH PINGGIR JALAN UTAMA PRAPATAN (HM42),"Rp 2,6 Miliar","Telaga Sari, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12506997/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12506997/original/hos12506997-rumah-di-jual-di-telaga-sari-balikpapan-1674191705.jpg,4.0,1.0,176 m²,176 m²,,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,4 Mobil,,Tidak,Butuh Renovasi,Dijual
258,BALIKPAPAN RUMAH PERUMAHAN PGRI (HM41),Rp 630 Juta,"Gunung Bahagia, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12506995/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12506995/original/hos12506995-rumah-di-jual-di-gunung-bahagia-balikpapan-1674191704.jpg,2.0,1.0,180 m²,36 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Butuh Renovasi,Dijual
259,BALIKPAPAN RUMAH  5 KAMAR TIDUR MT.HARYONO  (HM45),Rp 880 Juta,"Gunung Bahagia, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12506994/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12506994/original/hos12506994-rumah-di-jual-di-gunung-bahagia-balikpapan-1674191702.jpg,5.0,3.0,150 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,1.0,Tidak,Tidak,Semi Furnished,2.0,Pemukiman Warga,Tidak,1 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
260,Rumah Minimalis 2 Lantai Dengan Halaman Luas di Grandcity,"Rp 1,6 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12505896/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1730302/2023-01-20-03-45-06-5b48656f-c52b-4a7a-81e3-b611585f22d7.jpg,,,108 m²,61 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,1.0,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
261,Rumah Posisi Pojok Dengan Tanah Yg Luas di Bdi . Harga Bersahabat Dan Nego,"Rp 1,85 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12505085/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1730302/2023-01-20-02-35-48-6ee66337-74d2-4db2-9fa9-160d8e65659d.jpg,,,309 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,1.0,,Tidak,,PAM atau PDAM,Tidak,Butuh Renovasi,Dijual
262,RUMAH DUA KAMAR TIDUR DALAM PERUMAHAN DI TENGAH KOTA BALIKPAPAN,Rp 895 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12439717/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12439717/original/hos12439717-rumah-di-jual-di-balikpapan-selatan-balikpapan-1673606049.jpg,2.0,1.0,98 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
263,RUMAH CANTIK SEMI FURNISH DI WIKA BALIKPAPAN SELATAN,"Rp 1,7 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12345297/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12345297/original/hos12345297-rumah-di-jual-di-balikpapan-utara-balikpapan-1672996089.jpg,3.0,1.0,260 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
264,RUMAH  COCOK UNTUK USAHA Di AREA BALIKPAPAN UTARA,"Rp 1,2 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12345265/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12345265/original/hos12345265-rumah-di-jual-di-balikpapan-utara-balikpapan-1672995982.jpg,5.0,2.0,300 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
265,MINIMALIS CANTIK SIAP HUNI,Rp 670 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12195090/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12195090/original/hos12195090-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703832610.jpg,2.0,1.0,90 m²,90 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
266,RUMAH KAMPUNG BESAR LOKASI TENGAH KOTA BANGET,Rp 500 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12194842/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12194842/original/hos12194842-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703832810.jpg,4.0,1.0,200 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
267,RUMAH LUAS 1000 BESERTA LAHAN SIAP UNTUK USAHA,"Rp 4,5 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12194835/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12194835/original/hos12194835-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703827390.jpg,5.0,4.0,1034 m²,580 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,Dijual
268,RUMAH 2 LANTAI DALAM CLUSTER HARGA BERSAHABAT,"Rp 2,2 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12194829/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12194829/original/hos12194829-rumah-di-jual-di-balikpapan-baru-balikpapan-1703832795.jpg,3.0,2.0,180 m²,128 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1.0,,,,,,,,,,,,Dijual
269,RUMAH LUAS MEWAH DENGAN KOLAM RENANG DALAM KAWASAN RUMAH ELITE BALIKPAPAN,"Rp 9,5 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12044982/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12044982/original/hos12044982-rumah-di-jual-di-balikpapan-selatan-balikpapan-1670552610.jpg,4.0,3.0,670 m²,400 m²,,Rumah,SHM - Sertifikat Hak Milik,13200 Watt,3.0,,,,,,,,,,,,Dijual
270,CEPAT TURUN HARGA DI PERUMAHAN REGENCY,Rp 730 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11975015/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11975015/original/hos11975015-rumah-di-jual-di-balikpapan-selatan-balikpapan-1669960923.jpg,3.0,2.0,84 m²,56 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
271,RUMAH TUMBUH MEWAH TANAH LUAS DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 5,6 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11974714/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11974714/original/hos11974714-rumah-di-jual-di-balikpapan-baru-balikpapan-1669957820.jpg,4.0,4.0,400 m²,250 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,Dijual
272,RUMAH 2 LANTAI 4 PINTU SIAP HUNI DI BATAKAN MAS,"Rp 1,1 Miliar","Batakan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11836297/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11836297/original/hos11836297-rumah-di-jual-di-batakan-balikpapan-1668808623.jpg,8.0,4.0,135 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
273,RUMAH MINIMALIS  BERSIH TERAWAT SIAP HUNI DI BALIKPAPAN BARU,"Rp 1,7 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11836288/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11836288/original/hos11836288-rumah-di-jual-di-balikpapan-baru-balikpapan-1668807823.jpg,3.0,2.0,200 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
274,RUMAH MURAH DALAM PERUMAHAN BALIKPAPAN,Rp 845 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11665635/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11665635/original/hos11665635-rumah-di-jual-di-balikpapan-selatan-balikpapan-1667544431.jpg,2.0,1.0,143 m²,125 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
275,RUMAH DUA LANTAI TIGA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 1,8 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11582454/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11582454/original/hos11582454-rumah-di-jual-di-balikpapan-baru-balikpapan-1666923136.jpg,3.0,2.0,144 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
276,Rumah Minimalis di tengah Kota Balikpapan ,Rp 550 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11427490/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11427490/original/hos11427490-rumah-di-jual-di-balikpapan-utara-balikpapan-1665716020.jpg,2.0,1.0,150 m²,48 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,1 Mobil,PAM atau PDAM,Tidak,Baru,Dijual
277,RUMAH MEWAH TENGAH KOTA,"Rp 1,35 Miliar","Telaga Sari, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11351437/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11351437/original/hos11351437-rumah-di-jual-di-telaga-sari-balikpapan-1665126439.jpg,5.0,3.0,137 m²,280 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
278,Rumah model Belanda Minimalis dan bagus.,"Rp 1,2 Miliar","Sepinggan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11274851/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11274851/original/hos11274851-rumah-di-jual-di-sepinggan-balikpapan-1664515019.jpg,3.0,2.0,140 m²,90 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,Tidak,Tidak,,,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
279,RUMAH LUAS DUA LANTAI DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 2,7 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11203271/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11203271/original/hos11203271-rumah-di-jual-di-balikpapan-utara-balikpapan-1663911551.jpg,3.0,2.0,148 m²,180 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,1.0,,,,,,,,,,,,Dijual
280,SEPASANG RUMAH MINIMALIS MODERN,"Rp 2,4 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11203261/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11203261/original/hos11203261-rumah-di-jual-di-balikpapan-baru-balikpapan-1703831258.jpg,6.0,4.0,220 m²,230 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
281,Rumah Cantik Konsep Tunggal Tanah Luas,Rp 405 Juta,"Karang Joang, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10845530/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1355633/2022-08-12-06-04-36-491a83b6-4fcd-495c-9472-14202cf72e88.png,2.0,1.0,150 m²,39 m²,1.0,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,1.0,Tidak,Ya,Unfurnished,1.0,Pemukiman Warga,Ya,,PAM atau PDAM,Tidak,Baru,Dijual
282,RUMAH DI AREA AGUNG TUNGGAL,"Rp 3,8 Miliar","Damai, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10791186/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10791186/original/hos10791186-rumah-di-jual-di-damai-balikpapan-1659683103.jpg,4.0,3.0,400 m²,230 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
283,"BALIKPAPAN BARU,  RUMAH COCOK UNTUK MESS","Rp 2,3 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10787701/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10787701/original/hos10787701-rumah-di-jual-di-balikpapan-baru-balikpapan-1659662489.jpg,6.0,2.0,234 m²,156 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
284,RUMAH TUMBUH MURAH DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 1,35 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10736155/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10736155/original/hos10736155-rumah-di-jual-di-balikpapan-selatan-balikpapan-1659058596.jpg,2.0,2.0,144 m²,75 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1.0,,,,,,,,,,,,Dijual
285,RUMAH TERAWAT BERSIH DAN BARU DI CAT DALAM PERUMAHAN PADAT PENDUDUK BALIKPAPAN,Rp 800 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9219644/,https://picture.rumah123.com/r123/720x420-crop/house/ho92/9219644/original/hos9219644-rumah-di-jual-di-balikpapan-selatan-balikpapan-1637742841.jpg,2.0,1.0,115 m²,45 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
286,RUMAH LUAS DENGAN KOLAM RENANG DALAM PERUMAHAN DI BALIKPAPAN,"Rp 3,75 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10240671/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10240671/original/hos10240671-rumah-di-jual-di-balikpapan-utara-balikpapan-1652755409.jpg,4.0,5.0,319 m²,450 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,1.0,,,,,,,,,,,,Dijual
287,RUMAH MEWAH LUAS DENGAN KOLAM RENANG DI PERUMAHAN ELITE BALIKPAPAN,"Rp 5,78 Miliar","Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10053776/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10053776/original/hos10053776-rumah-di-jual-di-balikpapan-tengah-balikpapan-1649637222.jpg,3.0,3.0,665 m²,400 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,Dijual
288,RUMAH TUMBUH HOOK BARU RENOVASI  DALAM PERUMAHAN BALIKPAPAN,"Rp 1,67 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9299751/,https://picture.rumah123.com/r123/720x420-crop/house/ho92/9299751/original/hos9299751-rumah-di-jual-di-balikpapan-utara-balikpapan-1638929965.jpg,2.0,1.0,250 m²,80 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1.0,,,,,,,,,,,,Dijual
289,RUMAH HOMY COZY LUAS DALAM PERUMAHAN ELITE BALIKPAPAN,Rp 2 Miliar,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9777720/,https://picture.rumah123.com/r123/720x420-crop/house/ho97/9777720/original/hos9777720-rumah-di-jual-di-balikpapan-utara-balikpapan-1645845249.jpg,2.0,2.0,285 m²,135 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,Dijual
290,RUMAH DUA LANTAI TIGA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 1,5 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9626626/,https://picture.rumah123.com/r123/720x420-crop/house/ho96/9626626/original/hos9626626-rumah-di-jual-di-balikpapan-baru-balikpapan-1644027128.jpg,3.0,2.0,120 m²,93 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
291,RUMAH HOMY DUA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,Rp 875 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10014843/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10014843/original/hos10014843-rumah-di-jual-di-balikpapan-utara-balikpapan-1649117610.jpg,2.0,2.0,120 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
292,RUMAH TUMBUH MURAH DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 1,2 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10146593/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10146593/original/hos10146593-rumah-di-jual-di-balikpapan-baru-balikpapan-1650935005.jpg,2.0,1.0,140 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1.0,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
293,RUMAH LUAS DUA SETENGAH LANTAI DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 2,4 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10213865/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10213865/original/hos10213865-rumah-di-jual-di-balikpapan-baru-balikpapan-1652326419.jpg,4.0,4.0,160 m²,320 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1.0,,,,,,,,,,,,Dijual
294,RUMAH HOMY SIAP HUNI TIGA KAMAR TIDUR DALAM PERUMAHAN WIKA ELITE BALIKPAPAN,"Rp 1,42 Miliar","Gn. Samarinda, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10240702/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10240702/original/hos10240702-rumah-di-jual-di-gn.-samarinda-balikpapan-1652755586.jpg,3.0,2.0,211 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
295,RUMAH TIGA KAMAR TIDUR BARU RENOVASI MINIMALIS DI TENGAH KOTA BALIKPAPAN,Rp 650 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10255407/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10255407/original/hos10255407-rumah-di-jual-di-balikpapan-selatan-balikpapan-1652926347.jpg,3.0,1.0,120 m²,90 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
296,RUMAH HOMY DUA KAMAR TIDUR DALAM PERUMAHAN WIKA ELITE BALIKPAPAN,Rp 875 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10255376/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10255376/original/hos10255376-rumah-di-jual-di-balikpapan-utara-balikpapan-1652926012.jpg,2.0,2.0,120 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
297,RUMAH DUA LANTAI LUAS HOMY  COZY DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 1,75 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10271803/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10271803/original/hos10271803-rumah-di-jual-di-balikpapan-utara-balikpapan-1653139849.jpg,3.0,3.0,256 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,2.0,,,,,,,,,,,,Dijual
298,RUMAH LUAS BESAR DI BOULEVARD PERUMAHAN ELITE BALIKPAPAN,Rp 7 Miliar,"Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10503034/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10503034/original/hos10503034-rumah-di-jual-di-balikpapan-baru-balikpapan-1656299440.jpg,4.0,3.0,648 m²,176 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
299,Rumah minimalis modern di balikpapan regency,Rp 700 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10635905/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2022-07-15-14-31-44-3bab3786-d672-4a37-83cf-af54fe7673a8.jpg,2.0,1.0,112 m²,42 m²,1.0,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,Unfurnished,1.0,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Butuh Renovasi,Dijual
300,Rumah minimalis modern di dalam perumahan regency,Rp 900 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10635542/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2022-07-15-13-10-25-73e328b7-1c55-4b93-aca6-e6485b6c304d.jpg,2.0,1.0,112 m²,45 m²,2.0,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,Semi Furnished,1.0,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Butuh Renovasi,Dijual
301,Rumah elite di hook di balikpapan regency,"Rp 1,9 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10635450/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2022-07-15-12-46-02-467db767-9f53-4eb7-bfb9-c4f4d76f696e.jpg,3.0,2.0,256 m²,68 m²,1.0,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1.0,,Tidak,Tidak,Unfurnished,1.0,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Bagus,Dijual
302,"Rumah di hook di perumahan komplek ramayana di Jl.soekarno hatta kilo 3,5 komplek ramayana",Rp 600 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10633805/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2022-07-15-09-51-24-4f9dea7a-ef6f-4c89-988c-83bcfe480565.jpg,3.0,2.0,120 m²,90 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,Unfurnished,1.0,,Tidak,,,Tidak,Butuh Renovasi,Dijual
303,RUMAH CANTIK TURUN HARGA,"Rp 2,25 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10628126/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10628126/original/hos10628126-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703826429.jpg,4.0,5.0,210 m²,155 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
304,CEPAT RUMAH CANTIK DI PERUMAHAN ELITE CIPUTRA,"Rp 4,5 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10210804/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10210804/original/hos10210804-rumah-di-jual-di-balikpapan-selatan-balikpapan-1652264586.jpg,4.0,2.0,356 m²,199 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,,,,,,,,,,,Dijual
305,RUMAH CANTIK DEKAT PANTAI DI KAWASAN MULAWARMAN,Rp 10 Miliar,"Sepinggan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10504188/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10504188/original/hos10504188-rumah-di-jual-di-sepinggan-balikpapan-1679986071.jpg,4.0,5.0,826 m²,998 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
