Unnamed: 0,Judul,Harga,Lokasi,Hyperlink,Img_Hyperlink,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Tipe Properti,Sertifikat,Daya Listrik,Kamar Pembantu,Dapur,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Pemandangan,Terjangkau Internet,Lebar Jalan,Sumber Air,Hook,Kondisi Properti,Tipe Iklan
443,Di  Rumah Cantik Premium Furnish di Bdi Ciputra balikpapan,"Rp 3,2 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14772364/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14772364/original/hos14772364-rumah-di-jual-di-balikpapan-selatan-balikpapan-1694654570.jpg,5.0,5.0,280 m²,226 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,1.0,,,,,,,,,,,,Dijual
444,RUMAH DITENGAH KOTA DALAM PERUMAHAN,"Rp 1,7 Miliar","Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14709185/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14709185/original/hos14709185-rumah-di-jual-di-balikpapan-tengah-balikpapan-1694072910.jpg,2.0,1.0,200 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1.0,,,,,,,,,,,,Dijual
445,Rumah Perum WIKA MAHOGANY Balikpapan,Rp 725 Juta,"Gn. Samarinda, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14706032/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14706032/original/hos14706032-rumah-di-jual-di-gn.-samarinda-balikpapan-1694059526.jpg,2.0,1.0,120 m²,57 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
446,RUMAH DUA LANTAI DI KARANG REJO,Rp 650 Juta,"Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14704146/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14704146/original/hos14704146-rumah-di-jual-di-balikpapan-tengah-balikpapan-1694051522.jpg,4.0,2.0,105 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
447,RUMAH CANTIK  DUA LANTAI DI GRAND CITY,"Rp 2,3 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14704003/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14704003/original/hos14704003-rumah-di-jual-di-balikpapan-utara-balikpapan-1694050636.jpg,3.0,3.0,140 m²,88 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
448,BALIKPAPAN RUMAH PERUMAHAN GRAND CITY HYLAND (HM170),"Rp 1,2 Miliar","Balikpapan Timur, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14703878/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14703878/original/hos14703878-rumah-di-jual-di-balikpapan-timur-balikpapan-1694049669.jpg,2.0,2.0,72 m²,36 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",2200 Watt,,,,,,,,,,,,,Dijual
449,Rumah Minimalis di dekat rumah sakit Umum,Rp 600 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14636286/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14636286/original/hos14636286-rumah-di-jual-di-balikpapan-utara-balikpapan-1693440852.jpg,2.0,1.0,104 m²,44 m²,1.0,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Bagus,Dijual
450,BALIKPAPAN  RUMAH TENGAH KOTA,"Rp 1,55 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14575381/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14575381/original/hos14575381-rumah-di-jual-di-balikpapan-selatan-balikpapan-1692864632.jpg,8.0,3.0,135 m²,125 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
451,RUMAH MINIMALIS DI DAERAH GUNUNG EMPAT,Rp 850 Juta,"Balikpapan Barat, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14573864/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14573864/original/hos14573864-rumah-di-jual-di-balikpapan-barat-balikpapan-1692857980.jpg,2.0,2.0,165 m²,77 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
452,BALIKPAPAN RUMAH  SIAP HUNI MEMILIKI CARPORT (LM 119),Rp 450 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14568880/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1507995/2023-11-22-14-41-57-438e3e0c-1e65-4fc9-b7a6-43ccda7f36cc.jpg,2.0,1.0,72 m²,90 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
453,119 Balikpapan Regency Rumah Siap Huni Memiliki Carport,Rp 425 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14568879/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2023-12-05-07-10-30-eab8393b-b703-4726-ae16-b9e4a75ed7da.jpg,2.0,1.0,72 m²,90 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
454,RUMAH MODERN DUA LANTAI DI GRANDCITY,"Rp 5,65 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14455894/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14455894/original/hos14455894-rumah-di-jual-di-balikpapan-utara-balikpapan-1691656262.jpg,3.0,4.0,220 m²,191 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,1.0,,,,,,,,,,,,Dijual
455,Rumah Nyaman Posisi Hook,"Rp 1,79 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14455254/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14455254/original/hos14455254-rumah-di-jual-di-balikpapan-utara-balikpapan-1691653413.jpg,3.0,2.0,173 m²,153 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
456,SIAP HUNI GRANDCITY,"Rp 2,2 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14455219/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14455219/original/hos14455219-rumah-di-jual-di-balikpapan-utara-balikpapan-1691653285.jpg,4.0,3.0,126 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
460,"THE GREEN AZARYA BATAKAN, BALIKPAPAN",Rp 470 Juta,"Balikpapan Timur, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14270188/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14270188/original/hos14270188-rumah-di-jual-di-balikpapan-timur-balikpapan-1689822158.jpg,2.0,2.0,91 m²,42 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,1.0,Tidak,Tidak,Unfurnished,1.0,,Tidak,,,Tidak,Bagus,Dijual
461,DI  RUMAH DE ROYALE BALIKPAPAN REGENCY LOKASI SANGAT  STRATEGISHANYA 10 MENIT KE BANDARA SAMS BALIKPAPAN,"Rp 2,4 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14218727/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14218727/original/hos14218727-rumah-di-jual-di-balikpapan-selatan-balikpapan-1689219773.jpg,3.0,3.0,241 m²,108 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,,,,,,,,,,,Dijual
462,"RUMAH SIAP HUNI, DALAM KOTA,BEBAS BANJIR",Rp 530 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14159226/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14159226/original/hos14159226-rumah-di-jual-di-balikpapan-utara-balikpapan-1688608128.jpg,2.0,2.0,100 m²,90 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
463,Jual Rumah di Balikpapan Kalimantan Timur,"Rp 4,5 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14112634/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1841897/2023-06-29-14-03-01-43842214-5e4d-4bce-97bf-768f06d80611.jpg,5.0,4.0,206 m²,255 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1.0,Ya,Ya,Furnished,1.0,,Ya,2 Mobil,,Ya,Bagus,Dijual
464,BALIKPAPAN BUKIT PRONA (152),Rp 500 Juta,"Sepinggan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9769730/,https://picture.rumah123.com/r123/720x420-crop/house/ho97/9769730/original/hos9769730-rumah-di-jual-di-sepinggan-balikpapan-1645750688.jpg,2.0,1.0,100 m²,40 m²,,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,,,,,,,,,,,Dijual
465,DIJUAL RUMAH 2 LANTAI BALIKPAPAN BARU ARIZONA,"Rp 2,6 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14007398/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14007398/original/hos14007398-rumah-di-jual-di-balikpapan-baru-balikpapan-1686795302.jpg,5.0,4.0,200 m²,298 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,2.0,1.0,Tidak,Tidak,Unfurnished,2.0,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Bagus,Dijual
466,DI  RUMAH 1 1/2 LANTAI BALIKPAPAN BARU ARIZONA,"Rp 1,5 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13947895/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13947895/original/hos13947895-rumah-di-jual-di-balikpapan-baru-balikpapan-1686188829.jpg,3.0,1.0,120 m²,93 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
467,Rumah minimalis  termurah  dikawasan  regency,Rp 520 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13818097/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-05-25-00-06-07-aeaac5e9-aeb3-46e0-a670-e8c46f6fea34.jpg,3.0,1.0,72 m²,144 m²,1.0,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Ya,Ya,Unfurnished,1.0,Pemukiman Warga,Ya,2 Mobil,,Tidak,Bagus,Dijual
468,Rumah Cluster Premium Pusat Kota Balikpapan,Rp 983 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13736785/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1355633/2023-05-18-05-12-32-8ea3a293-714d-4618-88f4-194a200cb6af.png,3.0,2.0,75 m²,70 m²,1.0,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,1.0,Tidak,Tidak,Unfurnished,2.0,Perkotaan,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru,Dijual
469,RUMAH MEWAH TERAWATFULL FURNISHED,"Rp 2,2 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13659974/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13659974/original/hos13659974-rumah-di-jual-di-balikpapan-selatan-balikpapan-1683769962.jpg,3.0,2.0,152 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
470,BALIKPAPAN RUMAH GRAND CITY BERSIH DAN TERAWAT (HM73),"Rp 1,5 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13587442/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13587442/original/hos13587442-rumah-di-jual-di-balikpapan-utara-balikpapan-1683163714.jpg,2.0,2.0,108 m²,61 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,Butuh Renovasi,Dijual
471,SIAP HUNI HARGA NEGO,"Rp 1,65 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13523815/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13523815/original/hos13523815-rumah-di-jual-di-balikpapan-utara-balikpapan-1682569445.jpg,2.0,1.0,108 m²,61 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",2200 Watt,,,,,,,,,,,,,Dijual
472,"Dijual Rumah di Perumahan Citra Bukit Indah Ciputra , Balikpapan","Rp 2,95 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13425270/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1805813/2023-04-13-06-51-04-31d17217-b174-4061-9bb0-4676d7242823.png,4.0,4.0,244 m²,300 m²,2.0,Rumah,HGB - Hak Guna Bangunan,5500 Watt,1.0,2.0,Ya,Ya,Unfurnished,1.0,,Ya,2 Mobil,PAM atau PDAM,Tidak,Butuh Renovasi,Dijual
473,Dijual Rumah + Kolam Renang Di Jalan Utama Boulevard Balikpapan Baru Bb ,"Rp 6,5 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13423167/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1805813/2023-04-13-04-19-55-f4b1f8c5-5646-4c6c-b1e3-935e898b6c65.png,6.0,7.0,600 m²,620 m²,2.0,Rumah,HGB - Hak Guna Bangunan,,2.0,2.0,Ya,Ya,,2.0,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,,Dijual
474,Rumah Minimalis 2 Lantai Nyaman Dan Siap Huni di Batakan,"Rp 2,1 Miliar","Balikpapan Timur, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13276245/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1730302/2023-03-30-13-18-55-b30123ad-3a2b-4a94-bdf0-3502906f2fd6.jpg,,,162 m²,145 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,1.0,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
475,Rumah Millenial kekinian ditengah kota Balikpapan ,Rp 925 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13269450/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-03-30-04-17-15-d6c56b1e-9591-48ce-beff-bc34e12f6e1b.jpg,3.0,2.0,80 m²,72 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Ya,Tidak,Unfurnished,1.0,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
476,Rumah minimalis modern bagus yg lagi hits di kaum millenial ,Rp 700 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13265949/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-03-30-00-47-40-715619ea-376c-4e23-ace7-063ceac97e23.jpg,2.0,2.0,61 m²,41 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Ya,Ya,Unfurnished,2.0,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
477,RUMAH DIPERUMAHAN REGENCY,Rp 900 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13193789/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13193789/original/hos13193789-rumah-di-jual-di-balikpapan-selatan-balikpapan-1679537604.jpg,3.0,2.0,72 m²,72 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
478,BALIKPAPAN RUMAH PERUMAHAN BALIKPAPAN BARU CLUSTER ORLANDO (HM134),"Rp 2,3 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13193688/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13193688/original/hos13193688-rumah-di-jual-di-balikpapan-baru-balikpapan-1679536600.jpg,5.0,4.0,243 m²,215 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,1.0,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
479,DIJUAL RUMAH BARU SIAP HUNI DI JL. PATIMURA BATU AMPAR,Rp 950 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13122053/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13122053/original/hos13122053-rumah-di-jual-di-balikpapan-utara-balikpapan-1678944202.jpg,3.0,2.0,174 m²,90 m²,1.0,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,1.0,Tidak,Tidak,,2.0,Perkotaan,Tidak,2 Mobil,,Tidak,Baru,Dijual
480,DIJUAL RUMAH PINGGIR JALAN RAYA UTAMA GUNUNG MALANG,Rp 7 Miliar,"Klandasan Ilir, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13121565/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13121565/original/hos13121565-rumah-di-jual-di-klandasan-ilir-balikpapan-1678942258.jpg,3.0,1.0,320 m²,270 m²,4.0,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1.0,Tidak,Tidak,Unfurnished,2.0,Perkotaan,Tidak,4 Mobil,PAM atau PDAM,Tidak,Butuh Renovasi,Dijual
481,"DIJUAL RUMAH DEKAT TOKO SATRIA, BALIKPAPAN","Rp 2,5 Miliar","Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13121226/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13121226/original/hos13121226-rumah-di-jual-di-balikpapan-tengah-balikpapan-1678941794.jpg,2.0,2.0,250 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1.0,,Tidak,Tidak,,,Perkotaan,Tidak,2 Mobil,PAM atau PDAM,Tidak,,Dijual
482,DIJUAL RUMAH MODERN 2 MENIT DARI STT MIGAS KM 8 BALIKPAPAN,Rp 726 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13120796/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13120796/original/hos13120796-rumah-di-jual-di-balikpapan-utara-balikpapan-1678941552.jpg,2.0,2.0,157 m²,90 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,1.0,Tidak,Tidak,Unfurnished,1.0,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Baru,Dijual
483,"DIJUAL RUMAH MEWAH, YANG CANTIK, TERAWAT DI AREA WIKA","Rp 2,6 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13120399/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13120399/original/hos13120399-rumah-di-jual-di-balikpapan-utara-balikpapan-1678940659.jpg,4.0,2.0,250 m²,250 m²,1.0,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1.0,1.0,Tidak,Tidak,Unfurnished,2.0,,Tidak,2 Mobil,,Tidak,Bagus,Dijual
484,"DIJUAL RUMAH DAERAH BISNIS KOTA BALIKPAPAN  PINGGIR JALAN POROS UTAMA COCOK UNTUK KANTOR, CAFE DLL","Rp 2,6 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13120356/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13120356/original/hos13120356-rumah-di-jual-di-balikpapan-baru-balikpapan-1678940516.jpg,4.0,2.0,400 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1.0,Tidak,Tidak,Unfurnished,2.0,Perkotaan,Tidak,4 Mobil,,Tidak,,Dijual
485,RUMAH KONTRAKAN 6 PINTU SEPINGGAN BARU BALIKPAPAN,Rp 800 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13119668/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13119668/original/hos13119668-rumah-di-jual-di-sepinggan-balikpapan-1678938375.jpg,12.0,6.0,154 m²,192 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",3500 Watt,,1.0,Tidak,Tidak,Unfurnished,2.0,Pemukiman Warga,Tidak,,Sumur Bor,Tidak,Bagus,Dijual
486,BALIKPAPAN RUMAH SIAP HUNI RUHUI RAHAYU (HM138),"Rp 2,5 Miliar","Gunung Bahagia, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13117347/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13117347/original/hos13117347-rumah-di-jual-di-gunung-bahagia-balikpapan-1678934064.jpg,4.0,3.0,135 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,1.0,Tidak,Tidak,Furnished,2.0,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
487,BALIKPAPAN RUMAH HOOK MEWAH PERUMAHAN BALIKPAPAN BARU (HM136),"Rp 7,5 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13117250/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13117250/original/hos13117250-rumah-di-jual-di-balikpapan-baru-balikpapan-1678933663.jpg,6.0,4.0,575 m²,900 m²,,Rumah,SHM - Sertifikat Hak Milik,13300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
488,BALIKPAPAN RUMAH 2 KAPLING  LUAS (HM126),Rp 800 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12961347/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12961347/original/hos12961347-rumah-di-jual-di-balikpapan-selatan-balikpapan-1677902392.jpg,2.0,1.0,240 m²,240 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1.0,Tidak,Tidak,,1.0,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
489,Rumah Cantik Dan Luas 1 Lantai di Bukit Damai Indah,"Rp 3,2 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12608019/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1730302/2023-02-02-06-50-48-a62c6735-253b-4f40-9f1b-23e117fc9004.jpg,,,280 m²,226 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,1.0,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
490,DI JUAL CEPAT TURUN HARGA RUMAH DI KAWASAN PERUMAHAN REGENCY,Rp 730 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12501285/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12501285/original/hos12501285-rumah-di-jual-di-balikpapan-selatan-balikpapan-1679985939.jpg,3.0,2.0,84 m²,56 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
491,rumah plus toko dipinggir jalan besar dan startegis,Rp 6 Miliar,"Sepinggan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12285316/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12285316/original/hos12285316-rumah-di-jual-di-sepinggan-balikpapan-1672624637.jpg,9.0,4.0,700 m²,700 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,Tidak,Tidak,,,Perkotaan,Tidak,3 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
492,rumah di hook dekat terminal bus dan harga murah,Rp 850 Juta,"Batu Ampar, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12285175/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12285175/original/hos12285175-rumah-di-jual-di-batu-ampar-balikpapan-1672624315.jpg,2.0,1.0,96 m²,45 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,Unfurnished,,Pegunungan,Tidak,1 Mobil,PAM atau PDAM,Tidak,Baru,Dijual
493,rumah modern dekat universitas,Rp 450 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12285147/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12285147/original/hos12285147-rumah-di-jual-di-balikpapan-utara-balikpapan-1672624256.jpg,2.0,1.0,108 m²,48 m²,1.0,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,,PAM atau PDAM,Tidak,Baru,Dijual
494,Rumah Cantik terasa di Villa dan terasa mewah,Rp 1 Miliar,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12071585/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12071585/original/hos12071585-rumah-di-jual-di-balikpapan-utara-balikpapan-1670820001.jpg,3.0,1.0,180 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,1 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
495,"Rumah Cantik, minimalis terasa spr di hotel, aman, dan nyaman",Rp 700 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12000405/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12000405/original/hos12000405-rumah-di-jual-di-balikpapan-selatan-balikpapan-1670224821.jpg,2.0,1.0,72 m²,60 m²,1.0,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Baru,Dijual
496,RUMAH LUAS TIGA KAMAR TIDUR DI PERUMAHAN ELITE BALIKPAPAN,"Rp 1,7 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12415749/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12415749/original/hos12415749-rumah-di-jual-di-balikpapan-baru-balikpapan-1673488662.jpg,3.0,2.0,200 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
497,APPARTHOUSE di tengah Kota balikpapan.  ,Rp 395 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12070591/,https://picture.rumah123.com/r123/720x420-crop/house/ho12/12070591/original/hos12070591-rumah-di-jual-di-balikpapan-utara-balikpapan-1670814915.jpg,2.0,1.0,60 m²,55 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,Bagus,Dijual
498,163 Balikpapan Pesona Alam Permai Rumah 6 Kamar Tidur Siap Huni,"Rp 1,5 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos12330145/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2023-12-10-04-54-26-87247da0-6717-4003-b050-cbe10f8feb3a.jpg,6.0,4.0,200 m²,240 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
