Unnamed: 0,Judul,Harga,Lokasi,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Sertifikat,Daya Listrik
736,RUMAH SATU LANTAI LUAS SIRKULASI UDARA BAGUS,1050.0,"Batu Ampar, Balikpapan",3.0,2.0,236,90,SHM - Sertifikat Hak Milik,2200 Watt
737,RUMAH SATU LANTAI LOSS TIDAK BANYAK SEKAT,950.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,168,168,SHM - Sertifikat Hak Milik,1300 Watt
738,RUMAH BALIKPAPAN BDI PUSAT KOTA 5 KAMAR,1700.0,"Gunung Bahagia, Balikpapan",5.0,3.0,144,207,SHM - Sertifikat Hak Milik,2200 Watt
739,MODERN MINIMALIS 1 LANTAI SIAP HUNI,2500.0,"Damai, Balikpapan",4.0,3.0,180,111,SHM - Sertifikat Hak Milik,4400 Watt
740,HOOMY COZY DALAM CLUSTER ELIT,2800.0,"Damai, Balikpapan",3.0,2.0,240,120,SHM - Sertifikat Hak Milik,2200 Watt
741,RUMAH BESAR YANG CANTIK HARGA MENARIK,1400.0,"Balikpapan Utara, Balikpapan",6.0,4.0,231,162,SHM - Sertifikat Hak Milik,2200 Watt
742,"BALIKPAPAN,  RUMAH MURAH DEKAT TEMPAT WISATA (Y411)",250.0,"Karang Joang, Balikpapan",1.0,1.0,180,36,HGB - Hak Guna Bangunan,900 Watt
743,"BALIKPAPAN,  RUMAH SUPER MURAH DEKAT BB",690.0,"Damai, Balikpapan",3.0,2.0,90,180,SHM - Sertifikat Hak Milik,1300 Watt
744,RUMAH DI PERKAMPUNGAN BUTUH UANG,350.0,"Karang Rejo, Balikpapan",3.0,1.0,171,78,SHM - Sertifikat Hak Milik,1300 Watt
745,BAGUS DALAM KOMPLEK PERUMAHAN TRANS IBU KOTA NEGARA BARU,950.0,"Balikpapan Utara, Balikpapan",3.0,2.0,160,120,SHM - Sertifikat Hak Milik,1300 Watt
746,RUMAH CANTIK DI PERUMAHAN ELITE,3500.0,"Balikpapan Selatan, Balikpapan",4.0,3.0,150,250,SHM - Sertifikat Hak Milik,4400 Watt
747,RUMAH DI SEPINGGAN,600.0,"Sepinggan, Balikpapan",2.0,1.0,400,98,SHM - Sertifikat Hak Milik,900 Watt
748,"BALIKPAPAN,  GRAND CITY (Y199)",1100.0,"Balikpapan Selatan, Balikpapan",2.0,2.0,72,57,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt
749,RUMAH CANTIK FULL FURNISH DI KAWASAN BELLER,1800.0,"Balikpapan Tengah, Balikpapan",5.0,3.0,150,300,SHM - Sertifikat Hak Milik,3500 Watt
750,"BALIKPAPAN, RUMAH CANTIK TURUN HARGA 2M >> 1,7 M >> 1,6M",1600.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,180,150,SHM - Sertifikat Hak Milik,4400 Watt
751,Rumah Minimalis Free Biaya Tanpa Dp,350.0,"Balikpapan Utara, Balikpapan",2.0,1.0,90,40,SHM - Sertifikat Hak Milik,1300 Watt
752,"Rumah 2 Lantai Harga Murah Sepinggan, Balikpapan",975.0,"Sepinggan, Balikpapan",4.0,2.0,150,160,SHM - Sertifikat Hak Milik,1300 Watt
753,RUMAH BALIKPAPAN BARU HOOK MEWAH BARU RENOVASI,4800.0,"Balikpapan Selatan, Balikpapan",5.0,3.0,396,400,SHM - Sertifikat Hak Milik,5500 Watt
754,RUMAH BALIKPAPAN BDI SIAP HUNI NYAMAN,1600.0,"Balikpapan Selatan, Balikpapan",2.0,2.0,160,135,SHM - Sertifikat Hak Milik,2200 Watt
755,BESAR DALAM PERUMAHAN ELIT,1900.0,"Balikpapan Baru, Balikpapan",2.0,2.0,200,150,SHM - Sertifikat Hak Milik,2200 Watt
756,MINIMALIS MODERN DALAM KOMPLEK PERUMAHAN,2300.0,"Balikpapan Tengah, Balikpapan",3.0,3.0,200,171,SHM - Sertifikat Hak Milik,2200 Watt
757,RUMAH MURAH BUKIT DAMAI INDAH BALIKPAPAN IKN NUSANTARA,1100.0,"Balikpapan Tengah, Balikpapan",4.0,2.0,144,100,SHM - Sertifikat Hak Milik,2200 Watt
758,RUMAH BALIKPAPAN BARU TERAWAT DAN STRATEGIS,1750.0,"Balikpapan Selatan, Balikpapan",4.0,2.0,158,200,SHM - Sertifikat Hak Milik,2200 Watt
759,RUMAH MEWAH BALIKPAPAN WIKA MODERN MINIMALIS (RJ006),3590.0,"Balikpapan Utara, Balikpapan",5.0,4.0,298,230,SHM - Sertifikat Hak Milik,3500 Watt
760,"HUNIAN NYAMAN DI LINGKUNGAN YANG RAMAH,AMAN",450.0,"Baru Tengah, Balikpapan",2.0,1.0,150,100,SHM - Sertifikat Hak Milik,2200 Watt
761,RUMAH HOMY COZY ASRI DI PERUMAHAN ELITE,3900.0,"Balikpapan Baru, Balikpapan",3.0,3.0,375,155,SHM - Sertifikat Hak Milik,4400 Watt
764,BUKIT DAMAI INDAH,4500.0,"Balikpapan Barat, Balikpapan",3.0,2.0,330,250,"Lainnya (PPJB,Girik,Adat,dll)",2200 Watt
765,RUMAH NYAMAN TANAH LUAS,1250.0,"Balikpapan Utara, Balikpapan",3.0,2.0,395,121,SHM - Sertifikat Hak Milik,2200 Watt
766,RUMAH DI /KAN,1500.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,90,60,SHM - Sertifikat Hak Milik,3500 Watt
775,Rumah sederhana  di kampung timur dekat  Ramayana ,2500.0,"Balikpapan Utara, Balikpapan",4.0,2.0,400,200,SHM - Sertifikat Hak Milik,1300 Watt
776,RUMAH DIJUAL BALIKPAPAN BARU VANCOUVER HV NO.15 BALIKPAPAN,4400.0,"Balikpapan Baru, Balikpapan",4.0,4.0,342,102,SHM - Sertifikat Hak Milik,5500 Watt
777,"RUMAH DI BALIKPAPAN,   BISA BUAT TEMPAT USAHA  HARGA DI BWH PASAR",2850.0,"Balikpapan Utara, Balikpapan",5.0,3.0,401,400,SHM - Sertifikat Hak Milik,4400 Watt
778,"RUMAH JUAL PUPUK,DEKAT BSB DAN BANDARA",4600.0,"Balikpapan Kota, Balikpapan",4.0,2.0,330,300,SHM - Sertifikat Hak Milik,10000 Watt
779,MURAH RUMAH BALIKPAPAN REGENCY 3 LANTAI,1240.0,"Balikpapan Selatan, Balikpapan",4.0,2.0,120,145,SHM - Sertifikat Hak Milik,3500 Watt
780,RUMAH SIAP HUNI 2 LANTAI SEMI FURNISH DENGAN DESAIN MINIMALIS LOKASI AMAN DAN NYAMAN,1200.0,"Balikpapan Utara, Balikpapan",2.0,2.0,78,47,SHM - Sertifikat Hak Milik,1300 Watt
781,RUMAH MEWAH DAUN VILLAGE MENGEDEPANKAN KEMEWAHAN,895.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,98,60,SHM - Sertifikat Hak Milik,1300 Watt
782,Rumah Graha Mulawarman UnFurnished Bagus ,500.0,"Balikpapan Timur, Balikpapan",2.0,1.0,96,38,SHM - Sertifikat Hak Milik,1300 Watt
783,Rumah di Bukit Siaga Indah,1350.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,150,85,SHM - Sertifikat Hak Milik,2200 Watt
784,Di  Rumah Mewah Siap Huni Di Balikpapan,1100.0,"Gn. Samarinda, Balikpapan",2.0,1.0,208,86,SHM - Sertifikat Hak Milik,2200 Watt
785,500 JT-AN TENGAH KOTA,575.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,78,45,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt
786,Rumah Siap Huni Full Furniture Di Balikpapan Tengah,1000.0,"Balikpapan Tengah, Balikpapan",4.0,3.0,204,204,SHM - Sertifikat Hak Milik,2200 Watt
787,Rumah bagus di perumahan Regency Semi Furnished,1700.0,"Balikpapan Selatan, Balikpapan",3.0,3.0,98,71,SHM - Sertifikat Hak Milik,2200 Watt
788,RUMAH BALIKPAPAN BDI PUSAT KOTA 5 KAMAR,1500.0,"Gunung Bahagia, Balikpapan",5.0,3.0,144,207,SHM - Sertifikat Hak Milik,2200 Watt
789,"131 Balikpapan Baru Rumah 2,5 Lantai Harga Dibawah Pasaran",2200.0,"Balikpapan Selatan, Balikpapan",4.0,4.0,160,320,HGB - Hak Guna Bangunan,2200 Watt
790,Rumah Modern 2 Lantai di Borneo Paradiso,5500.0,"Balikpapan Selatan, Balikpapan",5.0,3.0,234,468,SHM - Sertifikat Hak Milik,6600 Watt
791,RUMAH ASRI DALAM CLUSTER,1700.0,"Damai, Balikpapan",3.0,1.0,195,130,SHM - Sertifikat Hak Milik,2200 Watt
792,RUMAH SIAP HUNI,1500.0,"Balikpapan Utara, Balikpapan",2.0,2.0,108,60,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt
793,358 Balikpapan Citra Bukit Indah 4 Kt Furnished,3250.0,"Balikpapan Selatan, Balikpapan",4.0,4.0,160,298,SHM - Sertifikat Hak Milik,5500 Watt
794,"Rumah Mewah Siap Huni di Pupuk, Balikpapan",25000.0,"Balikpapan Kota, Balikpapan",15.0,15.0,1060,1600,SHM - Sertifikat Hak Milik,16500 Watt
795,"Dijual Rumah Di Jl. Tumaritis Gang Arwana , Balikpapan",450.0,"Balikpapan Utara, Balikpapan",2.0,2.0,87,66,HGB - Hak Guna Bangunan,1300 Watt
796,RUMAH MINIMALIS TERAWAT DI AREA WIKA BALIKPAPAN,760.0,"Balikpapan Utara, Balikpapan",3.0,1.0,120,100,SHM - Sertifikat Hak Milik,1300 Watt
797,Hunian Modern Dihook Di Balikpapan Baru.,5500.0,"Balikpapan Baru, Balikpapan",5.0,5.0,248,311,HGB - Hak Guna Bangunan,3500 Watt
799,"Dijual Rumah di Perumahan Balikpapan Regency Cluster Tapak Siring, Balikpapan",2000.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,150,60,SHM - Sertifikat Hak Milik,4400 Watt
800,"Rumah Ayda Balikpapan Selatan, Kalimantan Timur",1990.0,"Balikpapan Selatan, Balikpapan",2.0,2.0,399,288,HGB - Hak Guna Bangunan,4400 Watt
801,"Rumah Ayda Balikpapan Selatan, Kalimantan Timur",522.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,164,173,HGB - Hak Guna Bangunan,4400 Watt
802,"Rumah Ayda Balikpapan Utara, Kalimantan Timur",949.0,"Balikpapan Utara, Balikpapan",3.0,1.0,380,172,HGB - Hak Guna Bangunan,4400 Watt
803,"Rumah Ayda Balikpapan Tengah, Kalimantan Timur",1010.0,"Balikpapan Tengah, Balikpapan",6.0,2.0,306,196,HGB - Hak Guna Bangunan,4400 Watt
804,"Rumah Ayda Balikpapan Tengah, Kalimantan Timur",770.0,"Balikpapan Tengah, Balikpapan",3.0,1.0,174,210,HGB - Hak Guna Bangunan,2200 Watt
805,"Rumah Ayda Balikpapan Utara, Kalimantan Timur",952.0,"Balikpapan Utara, Balikpapan",3.0,1.0,198,125,HGB - Hak Guna Bangunan,2200 Watt
806,RUMAH CANTIK SATU LANTAI DI PERUMAHAN BDI,1700.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,155,82,SHM - Sertifikat Hak Milik,4400 Watt
807,"Rumah Cantik, Siap Huni, Cluster Aman (WIKA)",825.0,"Balikpapan Utara, Balikpapan",3.0,2.0,120,80,SHM - Sertifikat Hak Milik,2200 Watt
808,RUMAH TENGAH KOTA SIAP HUNI DEKAT BANDARA,850.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,160,120,SHM - Sertifikat Hak Milik,1300 Watt
809,RUMAH SIAP HUNI TENGAH KOTA AKSES MUDAH DEKAT BANDARA,850.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,160,120,SHM - Sertifikat Hak Milik,1300 Watt
810,RUMAH MURAH TENGAH KOTA - BALIKPAPAN SELATAN,750.0,"Balikpapan Selatan, Balikpapan",4.0,3.0,120,120,SHM - Sertifikat Hak Milik,2200 Watt
811,RUMAH 2 LANTAI SIAP HUNI DI KOTA HIJAU,1500.0,"Balikpapan Timur, Balikpapan",4.0,2.0,120,42,HGB - Hak Guna Bangunan,2200 Watt
812,RUMAH MINIMALIS SIAP HUNI BEBAS BANJIR  DI SUNGAI AMPAL,1050.0,"Balikpapan Tengah, Balikpapan",4.0,2.0,240,100,SHM - Sertifikat Hak Milik,2200 Watt
813,HUNIAN DENGAN KONSEP PERUMAHAN  DESAIN MINIMALIS LOKASI TENGAH KOTA BISA KPR,680.0,"Balikpapan Tengah, Balikpapan",2.0,1.0,78,42,SHM - Sertifikat Hak Milik,1300 Watt
814,HUNIAN DENGAN KONSEP PERUMAHAN  DESAIN MINIMALIS LOKASI TENGAH KOTA,935.0,"Balikpapan Tengah, Balikpapan",2.0,1.0,120,50,SHM - Sertifikat Hak Milik,1300 Watt
815,Hunian bernuansa biru dekat Rekreasi pantai batakan,810.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,132,132,SHM - Sertifikat Hak Milik,2200 Watt
816,SMART HOME SYSTEM GRAND CITY BALIKPAPAN DP HANYA 10 JT,869.0,"Balikpapan Utara, Balikpapan",2.0,2.0,60,47,"Lainnya (PPJB,Girik,Adat,dll)",2200 Watt
817,RUMAH HOOK LUAS TIGA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,2500.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,305,100,SHM - Sertifikat Hak Milik,2200 Watt
818,Rumah Strategis Tanah Luas Bisa Costum Desain,1160.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,168,100,HGB - Hak Guna Bangunan,1300 Watt
819,HUNIAN DENGAN SMART HOME SYSTEM DESAIN MINIMALIS LOKASI AMAN NYAMAN DAN MODERN,1750.0,"Balikpapan Utara, Balikpapan",3.0,3.0,98,88,SHM - Sertifikat Hak Milik,1300 Watt
820,Rumah Cantik dan bersih Di Balikpapan Regency,1950.0,"Balikpapan Selatan, Balikpapan",3.0,3.0,150,115,SHM - Sertifikat Hak Milik,2200 Watt
821,BALIKPAPAN RUMAH SIAP HUNI FULL FURNISHED DI REGENCY  (LM350),1500.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,144,160,SHM - Sertifikat Hak Milik,2200 Watt
822,350 Balikpapan Regency Rumah Furnished Ada Halaman Belakang,1500.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,144,160,SHM - Sertifikat Hak Milik,2200 Watt
823,PRIMARY GRANDCITY NORDVILLE,1730.0,"Balikpapan Utara, Balikpapan",3.0,3.0,98,88,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt
824,"RUMAH CONTOH DAUN VILLAGE TYPE NEW LYCHEE 2 LANTAI, MT HARYONO BALIKPAPAN",1600.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,171,93,SHM - Sertifikat Hak Milik,1300 Watt
825,PERUMAHAN BARU DENGAN HARGA TERJANGKAU,400.0,"Balikpapan Timur, Balikpapan",2.0,1.0,108,100,HGB - Hak Guna Bangunan,900 Watt
826,PERUMAHAN BARU DENGAN HARGA SANGAT TERJANGKAU,350.0,"Balikpapan Timur, Balikpapan",2.0,1.0,96,90,HGB - Hak Guna Bangunan,900 Watt
827,"RUMAH MURAH DI BATU AMPAR, KM 4,5",440.0,"Balikpapan Utara, Balikpapan",2.0,1.0,96,45,SHM - Sertifikat Hak Milik,1300 Watt
828,Rumah modern dekat Sekolah Islam dan Masjid,5000.0,"Balikpapan Baru, Balikpapan",4.0,2.0,200,600,SHM - Sertifikat Hak Milik,5500 Watt
829,BELAKANG TRANSMART,750.0,"Gunung Bahagia, Balikpapan",2.0,1.0,84,45,SHM - Sertifikat Hak Milik,2200 Watt
830,Rumah cantik dan bersih di balikpapan regency,1600.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,96,96,SHM - Sertifikat Hak Milik,1300 Watt
831,HARGA TURUN PERUMAHAN BALIKPAPAN REGENCY KINTAMANI,750.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,135,45,SHM - Sertifikat Hak Milik,900 Watt
832,RUMAH BARU READY STOCK & SIAP HUNI LOKASI ADA 2 TEMPAT PERUM PESONA ALAM & PERUM MANDASTANA,415.0,"Balikpapan Utara, Balikpapan",2.0,1.0,96,45,SHM - Sertifikat Hak Milik,1300 Watt
833,RUMAH HOOK MEWAH MINIMALIS 2 LANTAI FULL FURNISH SIAP HUNI DENGAN LOKASI AMAN NYAMAN DAN BEBAS BANJIR,2100.0,"Balikpapan Selatan, Balikpapan",2.0,2.0,168,145,SHM - Sertifikat Hak Milik,2200 Watt
834,RUMAH HOOK,1800.0,"Balikpapan Selatan, Balikpapan",4.0,3.0,195,130,SHM - Sertifikat Hak Milik,2200 Watt
835,RUMAH NEW HAYFIELD TANPA DP ANGSURAN 4 JT-AN SETIAP BULAN,970.0,"Balikpapan Utara, Balikpapan",2.0,2.0,60,47,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt
836,Rumah 2 lantai posisi hook,900.0,"Balikpapan Tengah, Balikpapan",4.0,4.0,256,200,SHM - Sertifikat Hak Milik,3500 Watt
837,BALIKPAPAN PERUM BALIKPAPAN BARU,1600.0,"Balikpapan Tengah, Balikpapan",3.0,2.0,165,64,SHM - Sertifikat Hak Milik,1300 Watt
838,Rumah plus faviliun ditengah kota balikpapan,4200.0,"Balikpapan Selatan, Balikpapan",3.0,1.0,817,140,SHM - Sertifikat Hak Milik,3500 Watt
839,"RUMAH LANTAI 3 SIAP HUNI, FULL FURNISH LENGKAP DENGAN TEMPAT USAHA",3800.0,"Balikpapan Selatan, Balikpapan",5.0,3.0,135,234,SHM - Sertifikat Hak Milik,1300 Watt
840,RUMAH SIAP HUNI DITENGAH KOTA LOKASI STRATEGIS,700.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,135,78,SHM - Sertifikat Hak Milik,1300 Watt
841,Hunian minimalist ditengah kota balikpapan,950.0,"Balikpapan Utara, Balikpapan",4.0,2.0,140,280,SHM - Sertifikat Hak Milik,1300 Watt
842,Hunian mewah full furnish,1950.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,155,165,SHM - Sertifikat Hak Milik,2200 Watt
843,BALIKPAPAN PERUMAHAN REGENCY,1200.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,150,45,HGB - Hak Guna Bangunan,2200 Watt
844,Hunian mewah dan unik dekat Bandara Sepinggan,2500.0,"Sepinggan, Balikpapan",5.0,3.0,200,200,SHM - Sertifikat Hak Milik,4400 Watt
845,Hunian murah ditengah kota Balikpapan.  ,370.0,"Gn. Sari Ilir, Balikpapan",2.0,2.0,137,90,SHM - Sertifikat Hak Milik,2200 Watt
846,hunian tingkat 2 dekat Bandara International Sepinggan,1200.0,"Batakan, Balikpapan",4.0,2.0,260,150,SHM - Sertifikat Hak Milik,4400 Watt
849,"RUMAH 3 LANTAI DI TELAGA SARI, BALIKPAPAN",950.0,"Telaga Sari, Balikpapan",6.0,4.0,150,174,SHM - Sertifikat Hak Milik,3500 Watt
850,RUMAH DUA LANTAI TIGA KAMAR TIDUR DALAM PERUMAHAN TENGAH KOTA BALIKPAPAN,900.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,120,100,SHM - Sertifikat Hak Milik,2200 Watt
851,Dijual Cepat Rumah Besar Semi Furnished Sepinggan Pratama Dekat Kolam Renang,2250.0,"Balikpapan Selatan, Balikpapan",4.0,4.0,204,250,SHM - Sertifikat Hak Milik,2200 Watt
852,hunian bagus serba biru di kawasan rekreasi lamaru,850.0,"Lamaru, Balikpapan",2.0,1.0,170,170,HGB - Hak Guna Bangunan,2200 Watt
853,hunian  mewahtingkat 2 dekat lapangan golf,1550.0,"Balikpapan Selatan, Balikpapan",3.0,3.0,94,50,SHM - Sertifikat Hak Milik,2200 Watt
854,hunian mewah dan sudah ada furnished dekat les artha regency,1500.0,"Balikpapan Selatan, Balikpapan",4.0,2.0,120,145,SHM - Sertifikat Hak Milik,3500 Watt
855,Dijual Cepat Rumah Luas Tanah 306m2 di Pupuk Tengah Kota Balikpapan,2300.0,"Balikpapan Selatan, Balikpapan",4.0,2.0,306,251,SHM - Sertifikat Hak Milik,2200 Watt
857,DI  RUMAH DI KOMPLEK BALIKPAPAN REGENCY + FURNITUR,975.0,"Balikpapan Selatan, Balikpapan",3.0,1.0,120,70,SHM - Sertifikat Hak Milik,2200 Watt
858,Rumah Mewah Balikpapan,2800.0,"Balikpapan Selatan, Balikpapan",3.0,3.0,160,281,SHM - Sertifikat Hak Milik,5500 Watt
859,PERUMAHAN TUMARITIS DEKAT PERUMAHAN GRAND CITY,680.0,"Balikpapan Utara, Balikpapan",2.0,1.0,163,70,HGB - Hak Guna Bangunan,2200 Watt
860,Rumah Siap Pakai Balikpapan,2500.0,"Balikpapan Utara, Balikpapan",2.0,1.0,381,350,HGB - Hak Guna Bangunan,2200 Watt
861,BALIKPAPAN RUMAH PERUMAHAN JAMRUD (HM101),1300.0,"Damai, Balikpapan",2.0,2.0,120,120,HGB - Hak Guna Bangunan,2200 Watt
862,BALIKPAPAN RUMAH PERUMAHAN GRAND CITY HYLAND (HM190),900.0,"Batu Ampar, Balikpapan",2.0,2.0,72,46,"Lainnya (PPJB,Girik,Adat,dll)",2200 Watt
863,BALIKPAPAN PERUMAHAN GRAND CITY FOREST VIILL (HM178),3600.0,"Balikpapan Utara, Balikpapan",3.0,3.0,220,191,HGB - Hak Guna Bangunan,4400 Watt
866,DIJUAL RUMAH PUPUK BARAT BALIKPAPAN KOTA,1200.0,"Balikpapan Selatan, Balikpapan",4.0,2.0,96,105,SHM - Sertifikat Hak Milik,1300 Watt
867,BALIKPAPAN RUMAH TENGAH KOTA HALAMAN LUAS (HM152),2500.0,"Gn. Samarinda, Balikpapan",4.0,2.0,400,200,SHM - Sertifikat Hak Milik,2200 Watt
868,BALIKPAPAN RUMAH DI PERUMAHAN SEPINGGAN PRATAMA CLUSTER PERMATA GADING ( HM141),1250.0,"Batu Ampar, Balikpapan",4.0,2.0,90,148,SHM - Sertifikat Hak Milik,3500 Watt
869,BALIKPAPAN RUMAH DIPINGGIR JALAN UTAMA DENGAN TANAH LUAS (HM150),6000.0,"Balikpapan Kota, Balikpapan",2.0,3.0,561,400,SHM - Sertifikat Hak Milik,3500 Watt
870,RUMAH DI  PINGGIR JALAN RAYA UTAMA STRATEGIS COCOK UNTUK USAHA,4200.0,"Balikpapan Tengah, Balikpapan",4.0,3.0,373,252,SHM - Sertifikat Hak Milik,2200 Watt
871,DIJUAL RUMAH TANAHNYA LUAS 954 m² DI JALAN INDRAKILA BALIKPAPAN,3000.0,"Balikpapan Utara, Balikpapan",4.0,2.0,954,300,SHM - Sertifikat Hak Milik,2200 Watt
872,DISKON HARGA CITRA BUKIT INDAH ROSE AVENUE BY CIPUTRA,3800.0,"Gunung Bahagia, Balikpapan",4.0,4.0,356,199,SHM - Sertifikat Hak Milik,5500 Watt
873,RUMAH DITENGAH KOTA,490.0,"Karang Rejo, Balikpapan",3.0,2.0,201,201,SHM - Sertifikat Hak Milik,1300 Watt
874,RUMAH PERMANEN  DI BALIKPAPAN BARAT,650.0,"Kariangau, Balikpapan",2.0,1.0,156,110,SHM - Sertifikat Hak Milik,1300 Watt
875,RUMAH MEWAH FULL FURNISHED DI PUSAT KOTA,1500.0,"Balikpapan Selatan, Balikpapan",4.0,3.0,165,200,SHM - Sertifikat Hak Milik,5500 Watt
876,RUMAH KONTRAKAN 4 PINTU DI BATAKAN MAS,1200.0,"Manggar, Balikpapan",8.0,4.0,135,120,SHM - Sertifikat Hak Milik,900 Watt
877,"RUMAH CANTIK MINIMALIS,DIPUSAT KOTA",900.0,"Balikpapan Selatan, Balikpapan",3.0,1.0,147,150,SHM - Sertifikat Hak Milik,2200 Watt
878,RUMAH DIPUSAT KOTA BALIKPAPAN,1800.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,248,100,SHM - Sertifikat Hak Milik,2200 Watt
879,RUMAH DAN TANAH PINGGIR JALAN RAYA MT.HARYONO DALAM,6000.0,"Balikpapan Selatan, Balikpapan",8.0,3.0,619,400,SHM - Sertifikat Hak Milik,1300 Watt
880,RUMAH CANTIK SIAP HUNI DALAM KLUSTER,1200.0,"Balikpapan Selatan, Balikpapan",2.0,2.0,216,90,SHM - Sertifikat Hak Milik,1300 Watt
881,PERUMAHAN MEWAH DAN NYAMAN DAUN VILLAGE TYPE PEAR 2LT,2120.0,"Balikpapan Utara, Balikpapan",4.0,4.0,190,146,HGB - Hak Guna Bangunan,2200 Watt
882,CLUSTER HAYFIELD GRAND CITY BALIKPAPAN,1280.0,"Balikpapan Utara, Balikpapan",3.0,3.0,155,120,HGB - Hak Guna Bangunan,2200 Watt
883,RUMAH CLUSTER SINAR MAS GRAND CITY NORD VILLE 2 LT,1800.0,"Balikpapan Utara, Balikpapan",3.0,3.0,105,88,HGB - Hak Guna Bangunan,2200 Watt
884,RUMAH CLUSTER SINAR MAS GRAND CITY NORD VILLE 2LT,2300.0,"Balikpapan Utara, Balikpapan",3.0,4.0,128,117,HGB - Hak Guna Bangunan,2200 Watt
885,RUMAH CLUSTER NORD VILLE SINAR MAS GRAND CITY 2 LT,3500.0,"Balikpapan Utara, Balikpapan",5.0,5.0,200,172,HGB - Hak Guna Bangunan,2200 Watt
886,RUMAH MURAH DI PERUMAHAN ELIT,1050.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,90,90,SHM - Sertifikat Hak Milik,2200 Watt
887,DAUN VILLAGE TYPE MULBERRY,725.0,"Balikpapan Utara, Balikpapan",2.0,1.0,84,45,HGB - Hak Guna Bangunan,2200 Watt
888,RUMAH KANTOR 2LT DITENGAH KOTA STRATEGIS HARGA MURAH,2100.0,"Balikpapan Tengah, Balikpapan",8.0,6.0,429,429,SHM - Sertifikat Hak Milik,5500 Watt
889,STRATEGIS TEMPAT USAHA DI PINGGIR JALAN BALIKPAPAN,500.0,"Balikpapan Tengah, Balikpapan",2.0,1.0,87,70,SHM - Sertifikat Hak Milik,1300 Watt
890,PERUMAHAN CITRA CITY LANDMARK TYPE ALODIA 2 LT,1720.0,"Balikpapan Selatan, Balikpapan",3.0,2.0,72,74,HGB - Hak Guna Bangunan,2200 Watt
891,"RUMAH  2LT DI  PERUMAHAN BORNEO PARADISO,BALIKPAPAN",1200.0,"Balikpapan Timur, Balikpapan",3.0,2.0,120,90,SHM - Sertifikat Hak Milik,2200 Watt
892,KOMPLEK PERUM PONDOK BUKIT LESTARI BALIKPAPAN,200.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,190,36,HGB - Hak Guna Bangunan,1300 Watt
893,RUMAH DEKAT PERUMAHAN BALIKPAPAN BARU,950.0,"Balikpapan Tengah, Balikpapan",3.0,2.0,180,120,HGB - Hak Guna Bangunan,2200 Watt
894,RUMAH DI DAERAH KARIANGAU DEKAT PELABUHAN PETI KEMAS,600.0,"Balikpapan Utara, Balikpapan",2.0,1.0,156,100,SHM - Sertifikat Hak Milik,2200 Watt
895,DAUN VILLAGE NEW LYCHEE 2 LANTAI,2500.0,"Balikpapan Selatan, Balikpapan",4.0,3.0,240,116,HGB - Hak Guna Bangunan,1300 Watt
896,RUMAH MURAH DI PERUMAHAN PESONA KHATULISTIWA,620.0,"Balikpapan Tengah, Balikpapan",3.0,1.0,78,42,HGB - Hak Guna Bangunan,5500 Watt
897,RUMAH TINGGAL DI  KOTA BALIKPAPAN,800.0,"Balikpapan Selatan, Balikpapan",2.0,2.0,200,77,SHM - Sertifikat Hak Milik,1300 Watt
898,RUMAH TINGGAL 2LT DI TENGAH KOTA DI BALIKPAPAN,675.0,"Balikpapan Tengah, Balikpapan",5.0,2.0,157,145,SHM - Sertifikat Hak Milik,900 Watt
899,RUMAH MEWAH DAUN VILLAGE MENGEDEPANKAN KEMEWAHAN,895.0,"Balikpapan Selatan, Balikpapan",2.0,1.0,98,60,SHM - Sertifikat Hak Milik,1300 Watt
